<e, 1>
<as, 1>
<happy, 1>
<as, 1>
<people, 1>
<are, 1>
<but, 1>
<once, 1>
<in, 1>
<their, 1>
<lives, 1>
<My, 1>
<faith, 1>
<Wasn, 1>
<t, 1>
<it, 1>
<love, 1>
<among, 1>
<the, 1>
<roses, 1>
<Laurie, 1>
<seemed, 1>
<to, 1>
<forget, 1>
<Jo, 1>
<for, 1>
<a, 1>
<minute, 1>
<and, 1>
<Jo, 1>
<was, 1>
<glad, 1>
<of, 1>
<it, 1>
<for, 1>
<the, 1>
<fact, 1>
<that, 1>
<he, 1>
<told, 1>
<her, 1>
<these, 1>
<things, 1>
<so, 1>
<freely, 1>
<and, 1>
<so, 1>
<naturally, 1>
<assured, 1>
<her, 1>
<that, 1>
<he, 1>
<had, 1>
<quite, 1>
<forgiven, 1>
<and, 1>
<forgotten, 1>
<She, 1>
<tried, 1>
<to, 1>
<draw, 1>
<away, 1>
<her, 1>
<hand, 1>
<but, 1>
<as, 1>
<if, 1>
<he, 1>
<guessed, 1>
<the, 1>
<thought, 1>
<that, 1>
<prompted, 1>
<the, 1>
<half, 1>
<involuntary, 1>
<impulse, 1>
<Laurie, 1>
<held, 1>
<it, 1>
<fast, 1>
<and, 1>
<said, 1>
<with, 1>
<a, 1>
<manly, 1>
<gravity, 1>
<she, 1>
<had, 1>
<never, 1>
<seen, 1>
<in, 1>
<him, 1>
<before, 1>
<Jo, 1>
<dear, 1>
<I, 1>
<want, 1>
<to, 1>
<say, 1>
<one, 1>
<thing, 1>
<and, 1>
<then, 1>
<we, 1>
<ll, 1>
<put, 1>
<it, 1>
<by, 1>
<forever, 1>
<As, 1>
<I, 1>
<told, 1>
<you, 1>
<in, 1>
<my, 1>
<letter, 1>
<when, 1>
<I, 1>
<wrote, 1>
<that, 1>
<Amy, 1>
<had, 1>
<been, 1>
<so, 1>
<kind, 1>
<to, 1>
<me, 1>
<I, 1>
<never, 1>
<shall, 1>
<stop, 1>
<loving, 1>
<you, 1>
<but, 1>
<the, 1>
<love, 1>
<is, 1>
<altered, 1>
<and, 1>
<I, 1>
<have, 1>
<learned, 1>
<to, 1>
<see, 1>
<that, 1>
<it, 1>
<is, 1>
<better, 1>
<as, 1>
<it, 1>
<is, 1>
<Amy, 1>
<and, 1>
<you, 1>
<changed, 1>
<places, 1>
<in, 1>
<my, 1>
<heart, 1>
<that, 1>
<s, 1>
<all, 1>
<I, 1>
<think, 1>
<it, 1>
<was, 1>
<meant, 1>
<to, 1>
<be, 1>
<so, 1>
<and, 1>
<would, 1>
<have, 1>
<come, 1>
<about, 1>
<naturally, 1>
<if, 1>
<I, 1>
<had, 1>
<waited, 1>
<as, 1>
<you, 1>
<tried, 1>
<to, 1>
<make, 1>
<me, 1>
<but, 1>
<I, 1>
<never, 1>
<could, 1>
<be, 1>
<patient, 1>
<and, 1>
<so, 1>
<I, 1>
<got, 1>
<a, 1>
<heartache, 1>
<I, 1>
<was, 1>
<a, 1>
<boy, 1>
<then, 1>
<headstrong, 1>
<and, 1>
<violent, 1>
<and, 1>
<it, 1>
<took, 1>
<a, 1>
<hard, 1>
<lesson, 1>
<to, 1>
<show, 1>
<me, 1>
<my, 1>
<mistake, 1>
<For, 1>
<it, 1>
<was, 1>
<one, 1>
<Jo, 1>
<as, 1>
<you, 1>
<said, 1>
<and, 1>
<I, 1>
<found, 1>
<it, 1>
<out, 1>
<after, 1>
<making, 1>
<a, 1>
<fool, 1>
<of, 1>
<myself, 1>
<Upon, 1>
<my, 1>
<word, 1>
<I, 1>
<was, 1>
<so, 1>
<tumbled, 1>
<up, 1>
<in, 1>
<my, 1>
<mind, 1>
<at, 1>
<one, 1>
<time, 1>
<that, 1>
<I, 1>
<didn, 1>
<t, 1>
<know, 1>
<which, 1>
<I, 1>
<loved, 1>
<best, 1>
<you, 1>
<or, 1>
<Amy, 1>
<and, 1>
<tried, 1>
<to, 1>
<love, 1>
<you, 1>
<both, 1>
<alike, 1>
<But, 1>
<I, 1>
<couldn, 1>
<t, 1>
<and, 1>
<when, 1>
<I, 1>
<saw, 1>
<her, 1>
<in, 1>
<Switzerland, 1>
<everything, 1>
<seemed, 1>
<to, 1>
<clear, 1>
<up, 1>
<all, 1>
<at, 1>
<once, 1>
<You, 1>
<both, 1>
<got, 1>
<into, 1>
<your, 1>
<right, 1>
<places, 1>
<and, 1>
<I, 1>
<felt, 1>
<sure, 1>
<that, 1>
<it, 1>
<was, 1>
<well, 1>
<off, 1>
<with, 1>
<the, 1>
<old, 1>
<love, 1>
<before, 1>
<it, 1>
<was, 1>
<on, 1>
<with, 1>
<the, 1>
<new, 1>
<that, 1>
<I, 1>
<could, 1>
<honestly, 1>
<share, 1>
<my, 1>
<heart, 1>
<between, 1>
<sister, 1>
<Jo, 1>
<and, 1>
<wife, 1>
<Amy, 1>
<and, 1>
<love, 1>
<them, 1>
<dearly, 1>
<Will, 1>
<you, 1>
<believe, 1>
<it, 1>
<and, 1>
<go, 1>
<back, 1>
<to, 1>
<the, 1>
<happy, 1>
<old, 1>
<times, 1>
<when, 1>
<we, 1>
<first, 1>
<knew, 1>
<one, 1>
<another, 1>
<I, 1>
<ll, 1>
<believe, 1>
<it, 1>
<with, 1>
<all, 1>
<my, 1>
<heart, 1>
<but, 1>
<Teddy, 1>
<we, 1>
<never, 1>
<can, 1>
<be, 1>
<boy, 1>
<and, 1>
<girl, 1>
<again, 1>
<The, 1>
<happy, 1>
<old, 1>
<times, 1>
<can, 1>
<t, 1>
<come, 1>
<back, 1>
<and, 1>
<we, 1>
<mustn, 1>
<t, 1>
<expect, 1>
<it, 1>
<We, 1>
<are, 1>
<man, 1>
<and, 1>
<woman, 1>
<now, 1>
<with, 1>
<sober, 1>
<work, 1>
<to, 1>
<do, 1>
<for, 1>
<playtime, 1>
<is, 1>
<over, 1>
<and, 1>
<we, 1>
<must, 1>
<give, 1>
<up, 1>
<frolicking, 1>
<I, 1>
<m, 1>
<sure, 1>
<you, 1>
<feel, 1>
<this, 1>
<I, 1>
<see, 1>
<the, 1>
<change, 1>
<in, 1>
<you, 1>
<and, 1>
<you, 1>
<ll, 1>
<find, 1>
<it, 1>
<in, 1>
<me, 1>
<I, 1>
<shall, 1>
<miss, 1>
<my, 1>
<boy, 1>
<but, 1>
<I, 1>
<shall, 1>
<love, 1>
<the, 1>
<man, 1>
<as, 1>
<much, 1>
<and, 1>
<admire, 1>
<him, 1>
<more, 1>
<because, 1>
<he, 1>
<means, 1>
<to, 1>
<be, 1>
<what, 1>
<I, 1>
<hoped, 1>
<he, 1>
<would, 1>
<We, 1>
<can, 1>
<t, 1>
<be, 1>
<little, 1>
<playmates, 1>
<any, 1>
<longer, 1>
<but, 1>
<we, 1>
<will, 1>
<be, 1>
<brother, 1>
<and, 1>
<sister, 1>
<to, 1>
<love, 1>
<and, 1>
<help, 1>
<one, 1>
<another, 1>
<all, 1>
<our, 1>
<lives, 1>
<won, 1>
<t, 1>
<we, 1>
<Laurie, 1>
<He, 1>
<did, 1>
<not, 1>
<say, 1>
<a, 1>
<word, 1>
<but, 1>
<took, 1>
<the, 1>
<hand, 1>
<she, 1>
<offered, 1>
<him, 1>
<and, 1>
<laid, 1>
<his, 1>
<face, 1>
<down, 1>
<on, 1>
<it, 1>
<for, 1>
<a, 1>
<minute, 1>
<feeling, 1>
<that, 1>
<out, 1>
<of, 1>
<the, 1>
<grave, 1>
<of, 1>
<a, 1>
<boyish, 1>
<passion, 1>
<there, 1>
<had, 1>
<risen, 1>
<a, 1>
<beautiful, 1>
<strong, 1>
<friendship, 1>
<to, 1>
<bless, 1>
<them, 1>
<both, 1>
<Presently, 1>
<Jo, 1>
<said, 1>
<cheerfully, 1>
<for, 1>
<she, 1>
<didn, 1>
<t, 1>
<want, 1>
<the, 1>
<coming, 1>
<home, 1>
<to, 1>
<be, 1>
<a, 1>
<sad, 1>
<one, 1>
<I, 1>
<can, 1>
<t, 1>
<make, 1>
<it, 1>
<true, 1>
<that, 1>
<you, 1>
<children, 1>
<are, 1>
<really, 1>
<married, 1>
<and, 1>
<going, 1>
<to, 1>
<set, 1>
<up, 1>
<housekeeping, 1>
<Why, 1>
<it, 1>
<seems, 1>
<only, 1>
<yesterday, 1>
<that, 1>
<I, 1>
<was, 1>
<buttoning, 1>
<Amy, 1>
<s, 1>
<pinafore, 1>
<and, 1>
<pulling, 1>
<your, 1>
<hair, 1>
<when, 1>
<you, 1>
<teased, 1>
<Mercy, 1>
<me, 1>
<how, 1>
<time, 1>
<does, 1>
<fly, 1>
<As, 1>
<one, 1>
<of, 1>
<the, 1>
<children, 1>
<is, 1>
<older, 1>
<than, 1>
<yourself, 1>
<you, 1>
<needn, 1>
<t, 1>
<talk, 1>
<so, 1>
<like, 1>
<a, 1>
<grandma, 1>
<I, 1>
<flatter, 1>
<myself, 1>
<I, 1>
<m, 1>
<a, 1>
<gentleman, 1>
<growed, 1>
<as, 1>
<Peggotty, 1>
<said, 1>
<of, 1>
<David, 1>
<and, 1>
<when, 1>
<you, 1>
<see, 1>
<Amy, 1>
<you, 1>
<ll, 1>
<find, 1>
<her, 1>
<rather, 1>
<a, 1>
<precocious, 1>
<infant, 1>
<said, 1>
<Laurie, 1>
<looking, 1>
<amused, 1>
<at, 1>
<her, 1>
<maternal, 1>
<air, 1>
<You, 1>
<may, 1>
<be, 1>
<a, 1>
<little, 1>
<older, 1>
<in, 1>
<years, 1>
<but, 1>
<I, 1>
<m, 1>
<ever, 1>
<so, 1>
<much, 1>
<older, 1>
<in, 1>
<feeling, 1>
<Teddy, 1>
<Women, 1>
<always, 1>
<are, 1>
<and, 1>
<this, 1>
<last, 1>
<year, 1>
<has, 1>
<been, 1>
<such, 1>
<a, 1>
<hard, 1>
<one, 1>
<that, 1>
<I, 1>
<feel, 1>
<forty, 1>
<Poor, 1>
<Jo, 1>
<We, 1>
<left, 1>
<you, 1>
<to, 1>
<bear, 1>
<it, 1>
<alone, 1>
<while, 1>
<we, 1>
<went, 1>
<pleasuring, 1>
<You, 1>
<are, 1>
<older, 1>
<Here, 1>
<s, 1>
<a, 1>
<line, 1>
<and, 1>
<there, 1>
<s, 1>
<another, 1>
<Unless, 1>
<you, 1>
<smile, 1>
<your, 1>
<eyes, 1>
<look, 1>
<sad, 1>
<and, 1>
<when, 1>
<I, 1>
<touched, 1>
<the, 1>
<cushion, 1>
<just, 1>
<now, 1>
<I, 1>
<found, 1>
<a, 1>
<tear, 1>
<on, 1>
<it, 1>
<You, 1>
<ve, 1>
<had, 1>
<a, 1>
<great, 1>
<deal, 1>
<to, 1>
<bear, 1>
<and, 1>
<had, 1>
<to, 1>
<bear, 1>
<it, 1>
<all, 1>
<alone, 1>
<What, 1>
<a, 1>
<selfish, 1>
<beast, 1>
<I, 1>
<ve, 1>
<been, 1>
<and, 1>
<Laurie, 1>
<pulled, 1>
<his, 1>
<own, 1>
<hair, 1>
<with, 1>
<a, 1>
<remorseful, 1>
<look, 1>
<But, 1>
<Jo, 1>
<only, 1>
<turned, 1>
<over, 1>
<the, 1>
<traitorous, 1>
<pillow, 1>
<and, 1>
<answered, 1>
<in, 1>
<a, 1>
<tone, 1>
<which, 1>
<she, 1>
<tried, 1>
<to, 1>
<make, 1>
<more, 1>
<cheerful, 1>
<No, 1>
<I, 1>
<had, 1>
<Father, 1>
<and, 1>
<Mother, 1>
<to, 1>
<help, 1>
<me, 1>
<and, 1>
<the, 1>
<dear, 1>
<babies, 1>
<to, 1>
<comfort, 1>
<me, 1>
<and, 1>
<the, 1>
<thought, 1>
<that, 1>
<you, 1>
<and, 1>
<Amy, 1>
<were, 1>
<safe, 1>
<and, 1>
<happy, 1>
<to, 1>
<make, 1>
<the, 1>
<troubles, 1>
<here, 1>
<easier, 1>
<to, 1>
<bear, 1>
<I, 1>
<am, 1>
<lonely, 1>
<sometimes, 1>
<but, 1>
<I, 1>
<dare, 1>
<say, 1>
<it, 1>
<s, 1>
<good, 1>
<for, 1>
<me, 1>
<and, 1>
<You, 1>
<never, 1>
<shall, 1>
<be, 1>
<again, 1>
<broke, 1>
<in, 1>
<Laurie, 1>
<putting, 1>
<his, 1>
<arm, 1>
<about, 1>
<her, 1>
<as, 1>
<if, 1>
<to, 1>
<fence, 1>
<out, 1>
<every, 1>
<human, 1>
<ill, 1>
<Amy, 1>
<and, 1>
<I, 1>
<can, 1>
<t, 1>
<get, 1>
<on, 1>
<without, 1>
<you, 1>
<so, 1>
<you, 1>
<must, 1>
<come, 1>
<and, 1>
<teach, 1>
<the, 1>
<children, 1>
<to, 1>
<keep, 1>
<house, 1>
<and, 1>
<go, 1>
<halves, 1>
<in, 1>
<everything, 1>
<just, 1>
<as, 1>
<we, 1>
<used, 1>
<to, 1>
<do, 1>
<and, 1>
<let, 1>
<us, 1>
<pet, 1>
<you, 1>
<and, 1>
<all, 1>
<be, 1>
<blissfully, 1>
<happy, 1>
<and, 1>
<friendly, 1>
<together, 1>
<If, 1>
<I, 1>
<shouldn, 1>
<t, 1>
<be, 1>
<in, 1>
<the, 1>
<way, 1>
<it, 1>
<would, 1>
<be, 1>
<very, 1>
<pleasant, 1>
<I, 1>
<begin, 1>
<to, 1>
<feel, 1>
<quite, 1>
<young, 1>
<already, 1>
<for, 1>
<somehow, 1>
<all, 1>
<my, 1>
<troubles, 1>
<seemed, 1>
<to, 1>
<fly, 1>
<away, 1>
<when, 1>
<you, 1>
<came, 1>
<You, 1>
<always, 1>
<were, 1>
<a, 1>
<comfort, 1>
<Teddy, 1>
<and, 1>
<Jo, 1>
<leaned, 1>
<her, 1>
<head, 1>
<on, 1>
<his, 1>
<shoulder, 1>
<just, 1>
<as, 1>
<she, 1>
<did, 1>
<years, 1>
<ago, 1>
<when, 1>
<Beth, 1>
<lay, 1>
<ill, 1>
<and, 1>
<Laurie, 1>
<told, 1>
<her, 1>
<to, 1>
<hold, 1>
<on, 1>
<to, 1>
<him, 1>
<He, 1>
<looked, 1>
<down, 1>
<at, 1>
<her, 1>
<wondering, 1>
<if, 1>
<she, 1>
<remembered, 1>
<the, 1>
<time, 1>
<but, 1>
<Jo, 1>
<was, 1>
<smiling, 1>
<to, 1>
<herself, 1>
<as, 1>
<if, 1>
<in, 1>
<truth, 1>
<her, 1>
<troubles, 1>
<had, 1>
<all, 1>
<vanished, 1>
<at, 1>
<his, 1>
<coming, 1>
<You, 1>
<are, 1>
<the, 1>
<same, 1>
<Jo, 1>
<still, 1>
<dropping, 1>
<tears, 1>
<about, 1>
<one, 1>
<minute, 1>
<and, 1>
<laughing, 1>
<the, 1>
<next, 1>
<You, 1>
<look, 1>
<a, 1>
<little, 1>
<wicked, 1>
<now, 1>
<What, 1>
<is, 1>
<it, 1>
<Grandma, 1>
<I, 1>
<was, 1>
<wondering, 1>
<how, 1>
<you, 1>
<and, 1>
<Amy, 1>
<get, 1>
<on, 1>
<together, 1>
<Like, 1>
<angels, 1>
<Yes, 1>
<of, 1>
<course, 1>
<but, 1>
<which, 1>
<rules, 1>
<I, 1>
<don, 1>
<t, 1>
<mind, 1>
<telling, 1>
<you, 1>
<that, 1>
<she, 1>
<does, 1>
<now, 1>
<at, 1>
<least, 1>
<I, 1>
<let, 1>
<her, 1>
<think, 1>
<so, 1>
<it, 1>
<pleases, 1>
<her, 1>
<you, 1>
<know, 1>
<By, 1>
<and, 1>
<by, 1>
<we, 1>
<shall, 1>
<take, 1>
<turns, 1>
<for, 1>
<marriage, 1>
<they, 1>
<say, 1>
<halves, 1>
<one, 1>
<s, 1>
<rights, 1>
<and, 1>
<doubles, 1>
<one, 1>
<s, 1>
<duties, 1>
<You, 1>
<ll, 1>
<go, 1>
<on, 1>
<as, 1>
<you, 1>
<begin, 1>
<and, 1>
<Amy, 1>
<will, 1>
<rule, 1>
<you, 1>
<all, 1>
<the, 1>
<days, 1>
<of, 1>
<your, 1>
<life, 1>
<Well, 1>
<she, 1>
<does, 1>
<it, 1>
<so, 1>
<imperceptibly, 1>
<that, 1>
<I, 1>
<don, 1>
<t, 1>
<think, 1>
<I, 1>
<shall, 1>
<mind, 1>
<much, 1>
<She, 1>
<is, 1>
<the, 1>
<sort, 1>
<of, 1>
<woman, 1>
<who, 1>
<knows, 1>
<how, 1>
<to, 1>
<rule, 1>
<well, 1>
<In, 1>
<fact, 1>
<I, 1>
<rather, 1>
<like, 1>
<it, 1>
<for, 1>
<she, 1>
<winds, 1>
<one, 1>
<round, 1>
<her, 1>
<finger, 1>
<as, 1>
<softly, 1>
<and, 1>
<prettily, 1>
<as, 1>
<a, 1>
<skein, 1>
<of, 1>
<silk, 1>
<and, 1>
<makes, 1>
<you, 1>
<feel, 1>
<as, 1>
<if, 1>
<she, 1>
<was, 1>
<doing, 1>
<you, 1>
<a, 1>
<favor, 1>
<all, 1>
<the, 1>
<while, 1>
<That, 1>
<ever, 1>
<I, 1>
<should, 1>
<live, 1>
<to, 1>
<see, 1>
<you, 1>
<a, 1>
<henpecked, 1>
<husband, 1>
<and, 1>
<enjoying, 1>
<it, 1>
<cried, 1>
<Jo, 1>
<with, 1>
<uplifted, 1>
<hands, 1>
<It, 1>
<was, 1>
<good, 1>
<to, 1>
<see, 1>
<Laurie, 1>
<square, 1>
<his, 1>
<shoulders, 1>
<and, 1>
<smile, 1>
<with, 1>
<masculine, 1>
<scorn, 1>
<at, 1>
<that, 1>
<insinuation, 1>
<as, 1>
<he, 1>
<replied, 1>
<with, 1>
<his, 1>
<high, 1>
<and, 1>
<mighty, 1>
<air, 1>
<Amy, 1>
<is, 1>
<too, 1>
<well, 1>
<bred, 1>
<for, 1>
<that, 1>
<and, 1>
<I, 1>
<am, 1>
<not, 1>
<the, 1>
<sort, 1>
<of, 1>
<man, 1>
<to, 1>
<submit, 1>
<to, 1>
<it, 1>
<My, 1>
<wife, 1>
<and, 1>
<I, 1>
<respect, 1>
<ourselves, 1>
<and, 1>
<one, 1>
<another, 1>
<too, 1>
<much, 1>
<ever, 1>
<to, 1>
<tyrannize, 1>
<or, 1>
<quarrel, 1>
<Jo, 1>
<liked, 1>
<that, 1>
<and, 1>
<thought, 1>
<the, 1>
<new, 1>
<dignity, 1>
<very, 1>
<becoming, 1>
<but, 1>
<the, 1>
<boy, 1>
<seemed, 1>
<changing, 1>
<very, 1>
<fast, 1>
<into, 1>
<the, 1>
<man, 1>
<and, 1>
<regret, 1>
<mingled, 1>
<with, 1>
<her, 1>
<pleasure, 1>
<I, 1>
<am, 1>
<sure, 1>
<of, 1>
<that, 1>
<Amy, 1>
<and, 1>
<you, 1>
<never, 1>
<did, 1>
<quarrel, 1>
<as, 1>
<we, 1>
<used, 1>
<to, 1>
<She, 1>
<is, 1>
<the, 1>
<sun, 1>
<and, 1>
<I, 1>
<the, 1>
<wind, 1>
<in, 1>
<the, 1>
<fable, 1>
<and, 1>
<the, 1>
<sun, 1>
<managed, 1>
<the, 1>
<man, 1>
<best, 1>
<you, 1>
<remember, 1>
<She, 1>
<can, 1>
<blow, 1>
<him, 1>
<up, 1>
<as, 1>
<well, 1>
<as, 1>
<shine, 1>
<on, 1>
<him, 1>
<laughed, 1>
<Laurie, 1>
<Such, 1>
<a, 1>
<lecture, 1>
<as, 1>
<I, 1>
<got, 1>
<at, 1>
<Nice, 1>
<I, 1>
<give, 1>
<you, 1>
<my, 1>
<word, 1>
<it, 1>
<was, 1>
<a, 1>
<deal, 1>
<worse, 1>
<than, 1>
<any, 1>
<of, 1>
<your, 1>
<scoldings, 1>
<a, 1>
<regular, 1>
<rouser, 1>
<I, 1>
<ll, 1>
<tell, 1>
<you, 1>
<all, 1>
<about, 1>
<it, 1>
<sometime, 1>
<she, 1>
<never, 1>
<will, 1>
<because, 1>
<after, 1>
<telling, 1>
<me, 1>
<that, 1>
<she, 1>
<despised, 1>
<and, 1>
<was, 1>
<ashamed, 1>
<of, 1>
<me, 1>
<she, 1>
<lost, 1>
<her, 1>
<heart, 1>
<to, 1>
<the, 1>
<despicable, 1>
<party, 1>
<and, 1>
<married, 1>
<the, 1>
<good, 1>
<for, 1>
<nothing, 1>
<What, 1>
<baseness, 1>
<Well, 1>
<if, 1>
<she, 1>
<abuses, 1>
<you, 1>
<come, 1>
<to, 1>
<me, 1>
<and, 1>
<I, 1>
<ll, 1>
<defend, 1>
<you, 1>
<I, 1>
<look, 1>
<as, 1>
<if, 1>
<I, 1>
<needed, 1>
<it, 1>
<don, 1>
<t, 1>
<I, 1>
<said, 1>
<Laurie, 1>
<getting, 1>
<up, 1>
<and, 1>
<striking, 1>
<an, 1>
<attitude, 1>
<which, 1>
<suddenly, 1>
<changed, 1>
<from, 1>
<the, 1>
<imposing, 1>
<to, 1>
<the, 1>
<rapturous, 1>
<as, 1>
<Amy, 1>
<s, 1>
<voice, 1>
<was, 1>
<heard, 1>
<calling, 1>
<Where, 1>
<is, 1>
<she, 1>
<Where, 1>
<s, 1>
<my, 1>
<dear, 1>
<old, 1>
<Jo, 1>
<In, 1>
<trooped, 1>
<the, 1>
<whole, 1>
<family, 1>
<and, 1>
<everyone, 1>
<was, 1>
<hugged, 1>
<and, 1>
<kissed, 1>
<all, 1>
<over, 1>
<again, 1>
<and, 1>
<after, 1>
<several, 1>
<vain, 1>
<attempts, 1>
<the, 1>
<three, 1>
<wanderers, 1>
<were, 1>
<set, 1>
<down, 1>
<to, 1>
<be, 1>
<looked, 1>
<at, 1>
<and, 1>
<exulted, 1>
<over, 1>
<Mr, 1>
<Laurence, 1>
<hale, 1>
<and, 1>
<hearty, 1>
<as, 1>
<ever, 1>
<was, 1>
<quite, 1>
<as, 1>
<much, 1>
<improved, 1>
<as, 1>
<the, 1>
<others, 1>
<by, 1>
<his, 1>
<foreign, 1>
<tour, 1>
<for, 1>
<the, 1>
<crustiness, 1>
<seemed, 1>
<to, 1>
<be, 1>
<nearly, 1>
<gone, 1>
<and, 1>
<the, 1>
<old, 1>
<fashioned, 1>
<courtliness, 1>
<had, 1>
<received, 1>
<a, 1>
<polish, 1>
<which, 1>
<made, 1>
<it, 1>
<kindlier, 1>
<than, 1>
<ever, 1>
<It, 1>
<was, 1>
<good, 1>
<to, 1>
<see, 1>
<him, 1>
<beam, 1>
<at, 1>
<my, 1>
<children, 1>
<as, 1>
<he, 1>
<called, 1>
<the, 1>
<young, 1>
<pair, 1>
<It, 1>
<was, 1>
<better, 1>
<still, 1>
<to, 1>
<see, 1>
<Amy, 1>
<pay, 1>
<him, 1>
<the, 1>
<daughterly, 1>
<duty, 1>
<and, 1>
<affection, 1>
<which, 1>
<completely, 1>
<won, 1>
<his, 1>
<old, 1>
<heart, 1>
<and, 1>
<best, 1>
<of, 1>
<all, 1>
<to, 1>
<watch, 1>
<Laurie, 1>
<revolve, 1>
<about, 1>
<the, 1>
<two, 1>
<as, 1>
<if, 1>
<never, 1>
<tired, 1>
<of, 1>
<enjoying, 1>
<the, 1>
<pretty, 1>
<picture, 1>
<they, 1>
<made, 1>
<The, 1>
<minute, 1>
<she, 1>
<put, 1>
<her, 1>
<eyes, 1>
<upon, 1>
<Amy, 1>
<Meg, 1>
<became, 1>
<conscious, 1>
<that, 1>
<her, 1>
<own, 1>
<dress, 1>
<hadn, 1>
<t, 1>
<a, 1>
<Parisian, 1>
<air, 1>
<that, 1>
<young, 1>
<Mrs, 1>
<Moffat, 1>
<would, 1>
<be, 1>
<entirely, 1>
<eclipsed, 1>
<by, 1>
<young, 1>
<Mrs, 1>
<Laurence, 1>
<and, 1>
<that, 1>
<her, 1>
<ladyship, 1>
<was, 1>
<altogether, 1>
<a, 1>
<most, 1>
<elegant, 1>
<and, 1>
<graceful, 1>
<woman, 1>
<Jo, 1>
<thought, 1>
<as, 1>
<she, 1>
<watched, 1>
<the, 1>
<pair, 1>
<How, 1>
<well, 1>
<they, 1>
<look, 1>
<together, 1>
<I, 1>
<was, 1>
<right, 1>
<and, 1>
<Laurie, 1>
<has, 1>
<found, 1>
<the, 1>
<beautiful, 1>
<accomplished, 1>
<girl, 1>
<who, 1>
<will, 1>
<become, 1>
<his, 1>
<home, 1>
<better, 1>
<than, 1>
<clumsy, 1>
<old, 1>
<Jo, 1>
<and, 1>
<be, 1>
<a, 1>
<pride, 1>
<not, 1>
<a, 1>
<torment, 1>
<to, 1>
<him, 1>
<Mrs, 1>
<March, 1>
<and, 1>
<her, 1>
<husband, 1>
<smiled, 1>
<and, 1>
<nodded, 1>
<at, 1>
<each, 1>
<other, 1>
<with, 1>
<happy, 1>
<faces, 1>
<for, 1>
<they, 1>
<saw, 1>
<that, 1>
<their, 1>
<youngest, 1>
<had, 1>
<done, 1>
<well, 1>
<not, 1>
<only, 1>
<in, 1>
<worldly, 1>
<things, 1>
<but, 1>
<the, 1>
<better, 1>
<wealth, 1>
<of, 1>
<love, 1>
<confidence, 1>
<and, 1>
<happiness, 1>
<For, 1>
<Amy, 1>
<s, 1>
<face, 1>
<was, 1>
<full, 1>
<of, 1>
<the, 1>
<soft, 1>
<brightness, 1>
<which, 1>
<betokens, 1>
<a, 1>
<peaceful, 1>
<heart, 1>
<her, 1>
<voice, 1>
<had, 1>
<a, 1>
<new, 1>
<tenderness, 1>
<in, 1>
<it, 1>
<and, 1>
<the, 1>
<cool, 1>
<prim, 1>
<carriage, 1>
<was, 1>
<changed, 1>
<to, 1>
<a, 1>
<gentle, 1>
<dignity, 1>
<both, 1>
<womanly, 1>
<and, 1>
<winning, 1>
<No, 1>
<little, 1>
<affectations, 1>
<marred, 1>
<it, 1>
<and, 1>
<the, 1>
<cordial, 1>
<sweetness, 1>
<of, 1>
<her, 1>
<manner, 1>
<was, 1>
<more, 1>
<charming, 1>
<than, 1>
<the, 1>
<new, 1>
<beauty, 1>
<or, 1>
<the, 1>
<old, 1>
<grace, 1>
<for, 1>
<it, 1>
<stamped, 1>
<her, 1>
<at, 1>
<once, 1>
<with, 1>
<the, 1>
<unmistakable, 1>
<sign, 1>
<of, 1>
<the, 1>
<true, 1>
<gentlewoman, 1>
<she, 1>
<had, 1>
<hoped, 1>
<to, 1>
<become, 1>
<Love, 1>
<has, 1>
<done, 1>
<much, 1>
<for, 1>
<our, 1>
<little, 1>
<girl, 1>
<said, 1>
<her, 1>
<mother, 1>
<softly, 1>
<She, 1>
<has, 1>
<had, 1>
<a, 1>
<good, 1>
<example, 1>
<before, 1>
<her, 1>
<all, 1>
<her, 1>
<life, 1>
<my, 1>
<dear, 1>
<Mr, 1>
<March, 1>
<whispered, 1>
<back, 1>
<with, 1>
<a, 1>
<loving, 1>
<look, 1>
<at, 1>
<the, 1>
<worn, 1>
<face, 1>
<and, 1>
<gray, 1>
<head, 1>
<beside, 1>
<him, 1>
<Daisy, 1>
<found, 1>
<it, 1>
<impossible, 1>
<to, 1>
<keep, 1>
<her, 1>
<eyes, 1>
<off, 1>
<her, 1>
<pitty, 1>
<aunty, 1>
<but, 1>
<attached, 1>
<herself, 1>
<like, 1>
<a, 1>
<lap, 1>
<dog, 1>
<to, 1>
<the, 1>
<wonderful, 1>
<chatelaine, 1>
<full, 1>
<of, 1>
<delightful, 1>
<charms, 1>
<Demi, 1>
<paused, 1>
<to, 1>
<consider, 1>
<the, 1>
<new, 1>
<relationship, 1>
<before, 1>
<he, 1>
<compromised, 1>
<himself, 1>
<by, 1>
<the, 1>
<rash, 1>
<acceptance, 1>
<of, 1>
<a, 1>
<bribe, 1>
<which, 1>
<took, 1>
<the, 1>
<tempting, 1>
<form, 1>
<of, 1>
<a, 1>
<family, 1>
<of, 1>
<wooden, 1>
<bears, 1>
<from, 1>
<Berne, 1>
<A, 1>
<flank, 1>
<movement, 1>
<produced, 1>
<an, 1>
<unconditional, 1>
<surrender, 1>
<however, 1>
<for, 1>
<Laurie, 1>
<knew, 1>
<where, 1>
<to, 1>
<have, 1>
<him, 1>
<Young, 1>
<man, 1>
<when, 1>
