<ay, 1>
<Jo, 1>
<You, 1>
<need, 1>
<a, 1>
<motive, 1>
<Mother, 1>
<says, 1>
<and, 1>
<when, 1>
<you, 1>
<get, 1>
<it, 1>
<she, 1>
<is, 1>
<sure, 1>
<you, 1>
<ll, 1>
<work, 1>
<splendidly, 1>
<Is, 1>
<she, 1>
<By, 1>
<Jupiter, 1>
<I, 1>
<will, 1>
<if, 1>
<I, 1>
<only, 1>
<get, 1>
<the, 1>
<chance, 1>
<cried, 1>
<Laurie, 1>
<sitting, 1>
<up, 1>
<with, 1>
<sudden, 1>
<energy, 1>
<I, 1>
<ought, 1>
<to, 1>
<be, 1>
<satisfied, 1>
<to, 1>
<please, 1>
<Grandfather, 1>
<and, 1>
<I, 1>
<do, 1>
<try, 1>
<but, 1>
<it, 1>
<s, 1>
<working, 1>
<against, 1>
<the, 1>
<grain, 1>
<you, 1>
<see, 1>
<and, 1>
<comes, 1>
<hard, 1>
<He, 1>
<wants, 1>
<me, 1>
<to, 1>
<be, 1>
<an, 1>
<India, 1>
<merchant, 1>
<as, 1>
<he, 1>
<was, 1>
<and, 1>
<I, 1>
<d, 1>
<rather, 1>
<be, 1>
<shot, 1>
<I, 1>
<hate, 1>
<tea, 1>
<and, 1>
<silk, 1>
<and, 1>
<spices, 1>
<and, 1>
<every, 1>
<sort, 1>
<of, 1>
<rubbish, 1>
<his, 1>
<old, 1>
<ships, 1>
<bring, 1>
<and, 1>
<I, 1>
<don, 1>
<t, 1>
<care, 1>
<how, 1>
<soon, 1>
<they, 1>
<go, 1>
<to, 1>
<the, 1>
<bottom, 1>
<when, 1>
<I, 1>
<own, 1>
<them, 1>
<Going, 1>
<to, 1>
<college, 1>
<ought, 1>
<to, 1>
<satisfy, 1>
<him, 1>
<for, 1>
<if, 1>
<I, 1>
<give, 1>
<him, 1>
<four, 1>
<years, 1>
<he, 1>
<ought, 1>
<to, 1>
<let, 1>
<me, 1>
<off, 1>
<from, 1>
<the, 1>
<business, 1>
<But, 1>
<he, 1>
<s, 1>
<set, 1>
<and, 1>
<I, 1>
<ve, 1>
<got, 1>
<to, 1>
<do, 1>
<just, 1>
<as, 1>
<he, 1>
<did, 1>
<unless, 1>
<I, 1>
<break, 1>
<away, 1>
<and, 1>
<please, 1>
<myself, 1>
<as, 1>
<my, 1>
<father, 1>
<did, 1>
<If, 1>
<there, 1>
<was, 1>
<anyone, 1>
<left, 1>
<to, 1>
<stay, 1>
<with, 1>
<the, 1>
<old, 1>
<gentleman, 1>
<I, 1>
<d, 1>
<do, 1>
<it, 1>
<tomorrow, 1>
<Laurie, 1>
<spoke, 1>
<excitedly, 1>
<and, 1>
<looked, 1>
<ready, 1>
<to, 1>
<carry, 1>
<his, 1>
<threat, 1>
<into, 1>
<execution, 1>
<on, 1>
<the, 1>
<slightest, 1>
<provocation, 1>
<for, 1>
<he, 1>
<was, 1>
<growing, 1>
<up, 1>
<very, 1>
<fast, 1>
<and, 1>
<in, 1>
<spite, 1>
<of, 1>
<his, 1>
<indolent, 1>
<ways, 1>
<had, 1>
<a, 1>
<young, 1>
<man, 1>
<s, 1>
<hatred, 1>
<of, 1>
<subjection, 1>
<a, 1>
<young, 1>
<man, 1>
<s, 1>
<restless, 1>
<longing, 1>
<to, 1>
<try, 1>
<the, 1>
<world, 1>
<for, 1>
<himself, 1>
<I, 1>
<advise, 1>
<you, 1>
<to, 1>
<sail, 1>
<away, 1>
<in, 1>
<one, 1>
<of, 1>
<your, 1>
<ships, 1>
<and, 1>
<never, 1>
<come, 1>
<home, 1>
<again, 1>
<till, 1>
<you, 1>
<have, 1>
<tried, 1>
<your, 1>
<own, 1>
<way, 1>
<said, 1>
<Jo, 1>
<whose, 1>
<imagination, 1>
<was, 1>
<fired, 1>
<by, 1>
<the, 1>
<thought, 1>
<of, 1>
<such, 1>
<a, 1>
<daring, 1>
<exploit, 1>
<and, 1>
<whose, 1>
<sympathy, 1>
<was, 1>
<excited, 1>
<by, 1>
<what, 1>
<she, 1>
<called, 1>
<Teddy, 1>
<s, 1>
<Wrongs, 1>
<That, 1>
<s, 1>
<not, 1>
<right, 1>
<Jo, 1>
<You, 1>
<mustn, 1>
<t, 1>
<talk, 1>
<in, 1>
<that, 1>
<way, 1>
<and, 1>
<Laurie, 1>
<mustn, 1>
<t, 1>
<take, 1>
<your, 1>
<bad, 1>
<advice, 1>
<You, 1>
<should, 1>
<do, 1>
<just, 1>
<what, 1>
<your, 1>
<grandfather, 1>
<wishes, 1>
<my, 1>
<dear, 1>
<boy, 1>
<said, 1>
<Meg, 1>
<in, 1>
<her, 1>
<most, 1>
<maternal, 1>
<tone, 1>
<Do, 1>
<your, 1>
<best, 1>
<at, 1>
<college, 1>
<and, 1>
<when, 1>
<he, 1>
<sees, 1>
<that, 1>
<you, 1>
<try, 1>
<to, 1>
<please, 1>
<him, 1>
<I, 1>
<m, 1>
<sure, 1>
<he, 1>
<won, 1>
<t, 1>
<be, 1>
<hard, 1>
<on, 1>
<you, 1>
<or, 1>
<unjust, 1>
<to, 1>
<you, 1>
<As, 1>
<you, 1>
<say, 1>
<there, 1>
<is, 1>
<no, 1>
<one, 1>
<else, 1>
<to, 1>
<stay, 1>
<with, 1>
<and, 1>
<love, 1>
<him, 1>
<and, 1>
<you, 1>
<d, 1>
<never, 1>
<forgive, 1>
<yourself, 1>
<if, 1>
<you, 1>
<left, 1>
<him, 1>
<without, 1>
<his, 1>
<permission, 1>
<Don, 1>
<t, 1>
<be, 1>
<dismal, 1>
<or, 1>
<fret, 1>
<but, 1>
<do, 1>
<your, 1>
<duty, 1>
<and, 1>
<you, 1>
<ll, 1>
<get, 1>
<your, 1>
<reward, 1>
<as, 1>
<good, 1>
<Mr, 1>
<Brooke, 1>
<has, 1>
<by, 1>
<being, 1>
<respected, 1>
<and, 1>
<loved, 1>
<What, 1>
<do, 1>
<you, 1>
<know, 1>
<about, 1>
<him, 1>
<asked, 1>
<Laurie, 1>
<grateful, 1>
<for, 1>
<the, 1>
<good, 1>
<advice, 1>
<but, 1>
<objecting, 1>
<to, 1>
<the, 1>
<lecture, 1>
<and, 1>
<glad, 1>
<to, 1>
<turn, 1>
<the, 1>
<conversation, 1>
<from, 1>
<himself, 1>
<after, 1>
<his, 1>
<unusual, 1>
<outbreak, 1>
<Only, 1>
<what, 1>
<your, 1>
<grandpa, 1>
<told, 1>
<us, 1>
<about, 1>
<him, 1>
<how, 1>
<he, 1>
<took, 1>
<good, 1>
<care, 1>
<of, 1>
<his, 1>
<own, 1>
<mother, 1>
<till, 1>
<she, 1>
<died, 1>
<and, 1>
<wouldn, 1>
<t, 1>
<go, 1>
<abroad, 1>
<as, 1>
<tutor, 1>
<to, 1>
<some, 1>
<nice, 1>
<person, 1>
<because, 1>
<he, 1>
<wouldn, 1>
<t, 1>
<leave, 1>
<her, 1>
<And, 1>
<how, 1>
<he, 1>
<provides, 1>
<now, 1>
<for, 1>
<an, 1>
<old, 1>
<woman, 1>
<who, 1>
<nursed, 1>
<his, 1>
<mother, 1>
<and, 1>
<never, 1>
<tells, 1>
<anyone, 1>
<but, 1>
<is, 1>
<just, 1>
<as, 1>
<generous, 1>
<and, 1>
<patient, 1>
<and, 1>
<good, 1>
<as, 1>
<he, 1>
<can, 1>
<be, 1>
<So, 1>
<he, 1>
<is, 1>
<dear, 1>
<old, 1>
<fellow, 1>
<said, 1>
<Laurie, 1>
<heartily, 1>
<as, 1>
<Meg, 1>
<paused, 1>
<looking, 1>
<flushed, 1>
<and, 1>
<earnest, 1>
<with, 1>
<her, 1>
<story, 1>
<It, 1>
<s, 1>
<like, 1>
<Grandpa, 1>
<to, 1>
<find, 1>
<out, 1>
<all, 1>
<about, 1>
<him, 1>
<without, 1>
<letting, 1>
<him, 1>
<know, 1>
<and, 1>
<to, 1>
<tell, 1>
<all, 1>
<his, 1>
<goodness, 1>
<to, 1>
<others, 1>
<so, 1>
<that, 1>
<they, 1>
<might, 1>
<like, 1>
<him, 1>
<Brooke, 1>
<couldn, 1>
<t, 1>
<understand, 1>
<why, 1>
<your, 1>
<mother, 1>
<was, 1>
<so, 1>
<kind, 1>
<to, 1>
<him, 1>
<asking, 1>
<him, 1>
<over, 1>
<with, 1>
<me, 1>
<and, 1>
<treating, 1>
<him, 1>
<in, 1>
<her, 1>
<beautiful, 1>
<friendly, 1>
<way, 1>
<He, 1>
<thought, 1>
<she, 1>
<was, 1>
<just, 1>
<perfect, 1>
<and, 1>
<talked, 1>
<about, 1>
<it, 1>
<for, 1>
<days, 1>
<and, 1>
<days, 1>
<and, 1>
<went, 1>
<on, 1>
<about, 1>
<you, 1>
<all, 1>
<in, 1>
<flaming, 1>
<style, 1>
<If, 1>
<ever, 1>
<I, 1>
<do, 1>
<get, 1>
<my, 1>
<wish, 1>
<you, 1>
<see, 1>
<what, 1>
<I, 1>
<ll, 1>
<do, 1>
<for, 1>
<Brooke, 1>
<Begin, 1>
<to, 1>
<do, 1>
<something, 1>
<now, 1>
<by, 1>
<not, 1>
<plaguing, 1>
<his, 1>
<life, 1>
<out, 1>
<said, 1>
<Meg, 1>
<sharply, 1>
<How, 1>
<do, 1>
<you, 1>
<know, 1>
<I, 1>
<do, 1>
<Miss, 1>
<I, 1>
<can, 1>
<always, 1>
<tell, 1>
<by, 1>
<his, 1>
<face, 1>
<when, 1>
<he, 1>
<goes, 1>
<away, 1>
<If, 1>
<you, 1>
<have, 1>
<been, 1>
<good, 1>
<he, 1>
<looks, 1>
<satisfied, 1>
<and, 1>
<walks, 1>
<briskly, 1>
<If, 1>
<you, 1>
<have, 1>
<plagued, 1>
<him, 1>
<he, 1>
<s, 1>
<sober, 1>
<and, 1>
<walks, 1>
<slowly, 1>
<as, 1>
<if, 1>
<he, 1>
<wanted, 1>
<to, 1>
<go, 1>
<back, 1>
<and, 1>
<do, 1>
<his, 1>
<work, 1>
<better, 1>
<Well, 1>
<I, 1>
<like, 1>
<that, 1>
<So, 1>
<you, 1>
<keep, 1>
<an, 1>
<account, 1>
<of, 1>
<my, 1>
<good, 1>
<and, 1>
<bad, 1>
<marks, 1>
<in, 1>
<Brooke, 1>
<s, 1>
<face, 1>
<do, 1>
<you, 1>
<I, 1>
<see, 1>
<him, 1>
<bow, 1>
<and, 1>
<smile, 1>
<as, 1>
<he, 1>
<passes, 1>
<your, 1>
<window, 1>
<but, 1>
<I, 1>
<didn, 1>
<t, 1>
<know, 1>
<you, 1>
<d, 1>
<got, 1>
<up, 1>
<a, 1>
<telegraph, 1>
<We, 1>
<haven, 1>
<t, 1>
<Don, 1>
<t, 1>
<be, 1>
<angry, 1>
<and, 1>
<oh, 1>
<don, 1>
<t, 1>
<tell, 1>
<him, 1>
<I, 1>
<said, 1>
<anything, 1>
<It, 1>
<was, 1>
<only, 1>
<to, 1>
<show, 1>
<that, 1>
<I, 1>
<cared, 1>
<how, 1>
<you, 1>
<get, 1>
<on, 1>
<and, 1>
<what, 1>
<is, 1>
<said, 1>
<here, 1>
<is, 1>
<said, 1>
<in, 1>
<confidence, 1>
<you, 1>
<know, 1>
<cried, 1>
<Meg, 1>
<much, 1>
<alarmed, 1>
<at, 1>
<the, 1>
<thought, 1>
<of, 1>
<what, 1>
<might, 1>
<follow, 1>
<from, 1>
<her, 1>
<careless, 1>
<speech, 1>
<I, 1>
<don, 1>
<t, 1>
<tell, 1>
<tales, 1>
<replied, 1>
<Laurie, 1>
<with, 1>
<his, 1>
<high, 1>
<and, 1>
<mighty, 1>
<air, 1>
<as, 1>
<Jo, 1>
<called, 1>
<a, 1>
<certain, 1>
<expression, 1>
<which, 1>
<he, 1>
<occasionally, 1>
<wore, 1>
<Only, 1>
<if, 1>
<Brooke, 1>
<is, 1>
<going, 1>
<to, 1>
<be, 1>
<a, 1>
<thermometer, 1>
<I, 1>
<must, 1>
<mind, 1>
<and, 1>
<have, 1>
<fair, 1>
<weather, 1>
<for, 1>
<him, 1>
<to, 1>
<report, 1>
<Please, 1>
<don, 1>
<t, 1>
<be, 1>
<offended, 1>
<I, 1>
<didn, 1>
<t, 1>
<mean, 1>
<to, 1>
<preach, 1>
<or, 1>
<tell, 1>
<tales, 1>
<or, 1>
<be, 1>
<silly, 1>
<I, 1>
<only, 1>
<thought, 1>
<Jo, 1>
<was, 1>
<encouraging, 1>
<you, 1>
<in, 1>
<a, 1>
<feeling, 1>
<which, 1>
<you, 1>
<d, 1>
<be, 1>
<sorry, 1>
<for, 1>
<by, 1>
<and, 1>
<by, 1>
<You, 1>
<are, 1>
<so, 1>
<kind, 1>
<to, 1>
<us, 1>
<we, 1>
<feel, 1>
<as, 1>
<if, 1>
<you, 1>
<were, 1>
<our, 1>
<brother, 1>
<and, 1>
<say, 1>
<just, 1>
<what, 1>
<we, 1>
<think, 1>
<Forgive, 1>
<me, 1>
<I, 1>
<meant, 1>
<it, 1>
<kindly, 1>
<And, 1>
<Meg, 1>
<offered, 1>
<her, 1>
<hand, 1>
<with, 1>
<a, 1>
<gesture, 1>
<both, 1>
<affectionate, 1>
<and, 1>
<timid, 1>
<Ashamed, 1>
<of, 1>
<his, 1>
<momentary, 1>
<pique, 1>
<Laurie, 1>
<squeezed, 1>
<the, 1>
<kind, 1>
<little, 1>
<hand, 1>
<and, 1>
<said, 1>
<frankly, 1>
<I, 1>
<m, 1>
<the, 1>
<one, 1>
<to, 1>
<be, 1>
<forgiven, 1>
<I, 1>
<m, 1>
<cross, 1>
<and, 1>
<have, 1>
<been, 1>
<out, 1>
<of, 1>
<sorts, 1>
<all, 1>
<day, 1>
<I, 1>
<like, 1>
<to, 1>
<have, 1>
<you, 1>
<tell, 1>
<me, 1>
<my, 1>
<faults, 1>
<and, 1>
<be, 1>
<sisterly, 1>
<so, 1>
<don, 1>
<t, 1>
<mind, 1>
<if, 1>
<I, 1>
<am, 1>
<grumpy, 1>
<sometimes, 1>
<I, 1>
<thank, 1>
<you, 1>
<all, 1>
<the, 1>
<same, 1>
<Bent, 1>
<on, 1>
<showing, 1>
<that, 1>
<he, 1>
<was, 1>
<not, 1>
<offended, 1>
<he, 1>
<made, 1>
<himself, 1>
<as, 1>
<agreeable, 1>
<as, 1>
<possible, 1>
<wound, 1>
<cotton, 1>
<for, 1>
<Meg, 1>
<recited, 1>
<poetry, 1>
<to, 1>
<please, 1>
<Jo, 1>
<shook, 1>
<down, 1>
<cones, 1>
<for, 1>
<Beth, 1>
<and, 1>
<helped, 1>
<Amy, 1>
<with, 1>
<her, 1>
<ferns, 1>
<proving, 1>
<himself, 1>
<a, 1>
<fit, 1>
<person, 1>
<to, 1>
<belong, 1>
<to, 1>
<the, 1>
<Busy, 1>
<Bee, 1>
<Society, 1>
<In, 1>
<the, 1>
<midst, 1>
<of, 1>
<an, 1>
<animated, 1>
<discussion, 1>
<on, 1>
<the, 1>
<domestic, 1>
<habits, 1>
<of, 1>
<turtles, 1>
<one, 1>
<of, 1>
<those, 1>
<amiable, 1>
<creatures, 1>
<having, 1>
<strolled, 1>
<up, 1>
<from, 1>
<the, 1>
<river, 1>
<the, 1>
<faint, 1>
<sound, 1>
<of, 1>
<a, 1>
<bell, 1>
<warned, 1>
<them, 1>
<that, 1>
<Hannah, 1>
<had, 1>
<put, 1>
<the, 1>
<tea, 1>
<to, 1>
<draw, 1>
<and, 1>
<they, 1>
<would, 1>
<just, 1>
<have, 1>
<time, 1>
<to, 1>
<get, 1>
<home, 1>
<to, 1>
<supper, 1>
<May, 1>
<I, 1>
<come, 1>
<again, 1>
<asked, 1>
<Laurie, 1>
<Yes, 1>
<if, 1>
<you, 1>
<are, 1>
<good, 1>
<and, 1>
<love, 1>
<your, 1>
<book, 1>
<as, 1>
<the, 1>
<boys, 1>
<in, 1>
<the, 1>
<primer, 1>
<are, 1>
<told, 1>
<to, 1>
<do, 1>
<said, 1>
<Meg, 1>
<smiling, 1>
<I, 1>
<ll, 1>
<try, 1>
<Then, 1>
<you, 1>
<may, 1>
<come, 1>
<and, 1>
<I, 1>
<ll, 1>
<teach, 1>
<you, 1>
<to, 1>
<knit, 1>
<as, 1>
<the, 1>
<Scotchmen, 1>
<do, 1>
<There, 1>
<s, 1>
<a, 1>
<demand, 1>
<for, 1>
<socks, 1>
<just, 1>
<now, 1>
<added, 1>
<Jo, 1>
<waving, 1>
<hers, 1>
<like, 1>
<a, 1>
<big, 1>
<blue, 1>
<worsted, 1>
<banner, 1>
<as, 1>
<they, 1>
<parted, 1>
<at, 1>
<the, 1>
<gate, 1>
<That, 1>
<night, 1>
<when, 1>
<Beth, 1>
<played, 1>
<to, 1>
<Mr, 1>
<Laurence, 1>
<in, 1>
<the, 1>
<twilight, 1>
<Laurie, 1>
<standing, 1>
<in, 1>
<the, 1>
<shadow, 1>
<of, 1>
<the, 1>
<curtain, 1>
<listened, 1>
<to, 1>
<the, 1>
<little, 1>
<David, 1>
<whose, 1>
<simple, 1>
<music, 1>
<always, 1>
<quieted, 1>
<his, 1>
<moody, 1>
<spirit, 1>
<and, 1>
<watched, 1>
<the, 1>
<old, 1>
<man, 1>
<who, 1>
<sat, 1>
<with, 1>
<his, 1>
<gray, 1>
<head, 1>
<on, 1>
<his, 1>
<hand, 1>
<thinking, 1>
<tender, 1>
<thoughts, 1>
<of, 1>
<the, 1>
<dead, 1>
<child, 1>
<he, 1>
<had, 1>
<loved, 1>
<so, 1>
<much, 1>
<Remembering, 1>
<the, 1>
<conversation, 1>
<of, 1>
<the, 1>
<afternoon, 1>
<the, 1>
<boy, 1>
<said, 1>
<to, 1>
<himself, 1>
<with, 1>
<the, 1>
<resolve, 1>
<to, 1>
<make, 1>
<the, 1>
<sacrifice, 1>
<cheerfully, 1>
<I, 1>
<ll, 1>
<let, 1>
<my, 1>
<castle, 1>
<go, 1>
<and, 1>
<stay, 1>
<with, 1>
<the, 1>
<dear, 1>
<old, 1>
<gentleman, 1>
<while, 1>
<he, 1>
<needs, 1>
<me, 1>
<for, 1>
<I, 1>
<am, 1>
<all, 1>
<he, 1>
<has, 1>
<CHAPTER, 1>
<FOURTEEN, 1>
<SECRETS, 1>
<Jo, 1>
<was, 1>
<very, 1>
<busy, 1>
<in, 1>
<the, 1>
<garret, 1>
<for, 1>
<the, 1>
<October, 1>
<days, 1>
<began, 1>
<to, 1>
<grow, 1>
<chilly, 1>
<and, 1>
<the, 1>
<afternoons, 1>
<were, 1>
<short, 1>
<For, 1>
<two, 1>
<or, 1>
<three, 1>
<hours, 1>
<the, 1>
<sun, 1>
<lay, 1>
<warmly, 1>
<in, 1>
<the, 1>
<high, 1>
<window, 1>
<showing, 1>
<Jo, 1>
<seated, 1>
<on, 1>
<the, 1>
<old, 1>
<sofa, 1>
<writing, 1>
<busily, 1>
<with, 1>
<her, 1>
<papers, 1>
<spread, 1>
<out, 1>
<upon, 1>
<a, 1>
<trunk, 1>
<before, 1>
<her, 1>
<while, 1>
<Scrabble, 1>
<the, 1>
<pet, 1>
<rat, 1>
<promenaded, 1>
<the, 1>
<beams, 1>
<overhead, 1>
<accompanied, 1>
<by, 1>
<his, 1>
<oldest, 1>
<son, 1>
<a, 1>
<fine, 1>
<young, 1>
<fellow, 1>
<who, 1>
<was, 1>
<evidently, 1>
<very, 1>
<proud, 1>
<of, 1>
<his, 1>
<whiskers, 1>
<Quite, 1>
<absorbed, 1>
<in, 1>
<her, 1>
<work, 1>
<Jo, 1>
<scribbled, 1>
<away, 1>
<till, 1>
<the, 1>
<last, 1>
<page, 1>
<was, 1>
<filled, 1>
<when, 1>
<she, 1>
<signed, 1>
<her, 1>
<name, 1>
<with, 1>
<a, 1>
<flourish, 1>
<and, 1>
<threw, 1>
<down, 1>
<her, 1>
<pen, 1>
<exclaiming, 1>
<There, 1>
<I, 1>
<ve, 1>
<done, 1>
<my, 1>
<best, 1>
<If, 1>
<this, 1>
<won, 1>
<t, 1>
<suit, 1>
<I, 1>
<shall, 1>
<have, 1>
<to, 1>
<wait, 1>
<till, 1>
<I, 1>
<can, 1>
<do, 1>
<better, 1>
<Lying, 1>
<back, 1>
<on, 1>
<the, 1>
<sofa, 1>
<she, 1>
<read, 1>
<the, 1>
<manuscript, 1>
<carefully, 1>
<through, 1>
<making, 1>
<dashes, 1>
<here, 1>
<and, 1>
<there, 1>
<and, 1>
<putting, 1>
<in, 1>
<many, 1>
<exclamation, 1>
<points, 1>
<which, 1>
<looked, 1>
<like, 1>
<little, 1>
<balloons, 1>
<Then, 1>
<she, 1>
<tied, 1>
<it, 1>
<up, 1>
<with, 1>
<a, 1>
<smart, 1>
<red, 1>
<ribbon, 1>
<and, 1>
<sat, 1>
<a, 1>
<minute, 1>
<looking, 1>
<at, 1>
<it, 1>
<with, 1>
<a, 1>
<sober, 1>
<wistful, 1>
<expression, 1>
<which, 1>
<plainly, 1>
<showed, 1>
<how, 1>
<earnest, 1>
<her, 1>
<work, 1>
<had, 1>
<been, 1>
<Jo, 1>
<s, 1>
<desk, 1>
<up, 1>
<here, 1>
<was, 1>
<an, 1>
<old, 1>
<tin, 1>
<kitchen, 1>
<which, 1>
<hung, 1>
<against, 1>
<the, 1>
<wall, 1>
<In, 1>
<it, 1>
<she, 1>
<kept, 1>
<her, 1>
<papers, 1>
<and, 1>
<a, 1>
<few, 1>
<books, 1>
<safely, 1>
<shut, 1>
<away, 1>
<from, 1>
<Scrabble, 1>
<who, 1>
<being, 1>
<likewise, 1>
<of, 1>
<a, 1>
<literary, 1>
<turn, 1>
<was, 1>
<fond, 1>
<of, 1>
<making, 1>
<a, 1>
<circulating, 1>
<library, 1>
<of, 1>
<such, 1>
<books, 1>
<as, 1>
<were, 1>
<left, 1>
<in, 1>
<his, 1>
<way, 1>
<by, 1>
<eating, 1>
<the, 1>
<leaves, 1>
<From, 1>
<this, 1>
<tin, 1>
<receptacle, 1>
<Jo, 1>
<produced, 1>
<another, 1>
<manuscript, 1>
<and, 1>
<putting, 1>
<both, 1>
<in, 1>
<her, 1>
<pocket, 1>
<crept, 1>
<quietly, 1>
<downstairs, 1>
<leaving, 1>
<her, 1>
<friends, 1>
<to, 1>
<nibble, 1>
<on, 1>
<her, 1>
<pens, 1>
<and, 1>
<taste, 1>
<her, 1>
<ink, 1>
<She, 1>
<put, 1>
<on, 1>
<her, 1>
<hat, 1>
<and, 1>
<jacket, 1>
<as, 1>
<noiselessly, 1>
<as, 1>
<possible, 1>
<and, 1>
<going, 1>
<to, 1>
<the, 1>
<back, 1>
<entry, 1>
<window, 1>
<got, 1>
<out, 1>
<upon, 1>
<the, 1>
<roof, 1>
<of, 1>
<a, 1>
<low, 1>
<porch, 1>
<swung, 1>
<herself, 1>
<down, 1>
<to, 1>
<the, 1>
<grassy, 1>
<bank, 1>
<and, 1>
<took, 1>
<a, 1>
<roundabout, 1>
<way, 1>
<to, 1>
<the, 1>
<road, 1>
<Once, 1>
<there, 1>
<she, 1>
<composed, 1>
<herself, 1>
<hailed, 1>
<a, 1>
<passing, 1>
<omnibus, 1>
<and, 1>
<rolled, 1>
<away, 1>
<to, 1>
<town, 1>
<looking, 1>
<very, 1>
<merry, 1>
<and, 1>
<mysterious, 1>
<If, 1>
<anyone, 1>
<had, 1>
<been, 1>
<watching, 1>
<her, 1>
<he, 1>
<would, 1>
<have, 1>
<thought, 1>
<her, 1>
<movements, 1>
<decidedly, 1>
<peculiar, 1>
<for, 1>
<on, 1>
<alighting, 1>
<she, 1>
<went, 1>
<off, 1>
<at, 1>
<a, 1>
<great, 1>
<pace, 1>
<till, 1>
<she, 1>
<reached, 1>
<a, 1>
<certain, 1>
<number, 1>
<in, 1>
<a, 1>
<certain, 1>
<busy, 1>
<street, 1>
<Having, 1>
<found, 1>
<the, 1>
<place, 1>
<with, 1>
<some, 1>
<difficulty, 1>
<she, 1>
<went, 1>
<into, 1>
<the, 1>
<doorway, 1>
<looked, 1>
<up, 1>
<the, 1>
<dirty, 1>
<stairs, 1>
<and, 1>
<after, 1>
<standing, 1>
<stock, 1>
<still, 1>
<a, 1>
<minute, 1>
<suddenly, 1>
<dived, 1>
<into, 1>
<the, 1>
<street, 1>
<and, 1>
<walked, 1>
<away, 1>
<as, 1>
<rapidly, 1>
<as, 1>
<she, 1>
<came, 1>
<This, 1>
<maneuver, 1>
<she, 1>
<repeated, 1>
<several, 1>
<times, 1>
<to, 1>
<the, 1>
<great, 1>
<amusement, 1>
<of, 1>
<a, 1>
<black, 1>
<eyed, 1>
<young, 1>
<gentleman, 1>
<lounging, 1>
<in, 1>
<the, 1>
<window, 1>
<of, 1>
<a, 1>
<building, 1>
<opposite, 1>
<On, 1>
<returning, 1>
<for, 1>
<the, 1>
<third, 1>
<time, 1>
<Jo, 1>
<gave, 1>
<herself, 1>
<a, 1>
<shake, 1>
<pulled, 1>
<her, 1>
<hat, 1>
<over, 1>
<her, 1>
<eyes, 1>
<and, 1>
<walked, 1>
<up, 1>
<the, 1>
<stairs, 1>
<looking, 1>
<as, 1>
<if, 1>
<she, 1>
<were, 1>
<going, 1>
<to, 1>
<have, 1>
<all, 1>
<her, 1>
<teeth, 1>
<out, 1>
<There, 1>
<was, 1>
<a, 1>
<dentist, 1>
<s, 1>
<sign, 1>
<among, 1>
<others, 1>
<which, 1>
<adorned, 1>
<the, 1>
<entrance, 1>
<and, 1>
<after, 1>
<staring, 1>
<a, 1>
<moment, 1>
<at, 1>
<the, 1>
<pair, 1>
<of, 1>
<artificial, 1>
<jaws, 1>
<which, 1>
<slowly, 1>
<opened, 1>
<and, 1>
<shut, 1>
<to, 1>
<draw, 1>
<attention, 1>
<to, 1>
<a, 1>
<fine, 1>
<set, 1>
<of, 1>
<teeth, 1>
<the, 1>
<young, 1>
<gentleman, 1>
<put, 1>
<on, 1>
<his, 1>
<coat, 1>
<took, 1>
<his, 1>
<hat, 1>
<and, 1>
<went, 1>
<down, 1>
<to, 1>
<post, 1>
<himself, 1>
<in, 1>
<the, 1>
<opposite, 1>
<doorway, 1>
<saying, 1>
<with, 1>
<a, 1>
<smile, 1>
<and, 1>
<a, 1>
<shiver, 1>
<It, 1>
<s, 1>
<like, 1>
<her, 1>
<to, 1>
<come, 1>
<alone, 1>
<but, 1>
<if, 1>
<she, 1>
<has, 1>
<a, 1>
<bad, 1>
<time, 1>
<she, 1>
<ll, 1>
<need, 1>
<someone, 1>
<to, 1>
<help, 1>
<her, 1>
<home, 1>
<In, 1>
<ten, 1>
<minutes, 1>
<Jo, 1>
<came, 1>
<running, 1>
<downstairs, 1>
<with, 1>
<a, 1>
<very, 1>
<red, 1>
<face, 1>
<and, 1>
<the, 1>
<general, 1>
<appearance, 1>
<of, 1>
<a, 1>
<person, 1>
<who, 1>
<had, 1>
<just, 1>
<passed, 1>
<through, 1>
<a, 1>
<trying, 1>
<ordeal, 1>
<of, 1>
<some, 1>
<sort, 1>
<When, 1>
<she, 1>
<saw, 1>
<the, 1>
<young, 1>
<gentleman, 1>
<she, 1>
<looked, 1>
<anything, 1>
<but, 1>
<pleased, 1>
<and, 1>
<passed, 1>
<him, 1>
<with, 1>
<a, 1>
<nod, 1>
<But, 1>
<he, 1>
<followed, 1>
<asking, 1>
<with, 1>
<an, 1>
<air, 1>
<of, 1>
<sympathy, 1>
<Did, 1>
<you, 1>
<have, 1>
<a, 1>
<bad, 1>
<time, 1>
<Not, 1>
<very, 1>
<You, 1>
<got, 1>
<through, 1>
<quickly, 1>
<Yes, 1>
<thank, 1>
<goodness, 1>
<Why, 1>
<did, 1>
<you, 1>
<go, 1>
<alone, 1>
<Didn, 1>
<t, 1>
<want, 1>
<anyone, 1>
<to, 1>
<know, 1>
<You, 1>
<re, 1>
<the, 1>
<oddest, 1>
<fellow, 1>
<I, 1>
<ever, 1>
<saw, 1>
<How, 1>
<many, 1>
<did, 1>
<you, 1>
<have, 1>
<out, 1>
<Jo, 1>
<looked, 1>
