<b, 1>
<Fisher, 1>
<who, 1>
<were, 1>
<behaving, 1>
<like, 1>
<a, 1>
<pair, 1>
<of, 1>
<fools, 1>
<as, 1>
<Laurie, 1>
<said, 1>
<to, 1>
<himself, 1>
<for, 1>
<he, 1>
<felt, 1>
<a, 1>
<brotherly, 1>
<sort, 1>
<of, 1>
<right, 1>
<to, 1>
<watch, 1>
<over, 1>
<the, 1>
<Marches, 1>
<and, 1>
<fight, 1>
<their, 1>
<battles, 1>
<whenever, 1>
<a, 1>
<defender, 1>
<was, 1>
<needed, 1>
<You, 1>
<ll, 1>
<have, 1>
<a, 1>
<splitting, 1>
<headache, 1>
<tomorrow, 1>
<if, 1>
<you, 1>
<drink, 1>
<much, 1>
<of, 1>
<that, 1>
<I, 1>
<wouldn, 1>
<t, 1>
<Meg, 1>
<your, 1>
<mother, 1>
<doesn, 1>
<t, 1>
<like, 1>
<it, 1>
<you, 1>
<know, 1>
<he, 1>
<whispered, 1>
<leaning, 1>
<over, 1>
<her, 1>
<chair, 1>
<as, 1>
<Ned, 1>
<turned, 1>
<to, 1>
<refill, 1>
<her, 1>
<glass, 1>
<and, 1>
<Fisher, 1>
<stooped, 1>
<to, 1>
<pick, 1>
<up, 1>
<her, 1>
<fan, 1>
<I, 1>
<m, 1>
<not, 1>
<Meg, 1>
<tonight, 1>
<I, 1>
<m, 1>
<a, 1>
<doll, 1>
<who, 1>
<does, 1>
<all, 1>
<sorts, 1>
<of, 1>
<crazy, 1>
<things, 1>
<Tomorrow, 1>
<I, 1>
<shall, 1>
<put, 1>
<away, 1>
<my, 1>
<fuss, 1>
<and, 1>
<feathers, 1>
<and, 1>
<be, 1>
<desperately, 1>
<good, 1>
<again, 1>
<she, 1>
<answered, 1>
<with, 1>
<an, 1>
<affected, 1>
<little, 1>
<laugh, 1>
<Wish, 1>
<tomorrow, 1>
<was, 1>
<here, 1>
<then, 1>
<muttered, 1>
<Laurie, 1>
<walking, 1>
<off, 1>
<ill, 1>
<pleased, 1>
<at, 1>
<the, 1>
<change, 1>
<he, 1>
<saw, 1>
<in, 1>
<her, 1>
<Meg, 1>
<danced, 1>
<and, 1>
<flirted, 1>
<chattered, 1>
<and, 1>
<giggled, 1>
<as, 1>
<the, 1>
<other, 1>
<girls, 1>
<did, 1>
<After, 1>
<supper, 1>
<she, 1>
<undertook, 1>
<the, 1>
<German, 1>
<and, 1>
<blundered, 1>
<through, 1>
<it, 1>
<nearly, 1>
<upsetting, 1>
<her, 1>
<partner, 1>
<with, 1>
<her, 1>
<long, 1>
<skirt, 1>
<and, 1>
<romping, 1>
<in, 1>
<a, 1>
<way, 1>
<that, 1>
<scandalized, 1>
<Laurie, 1>
<who, 1>
<looked, 1>
<on, 1>
<and, 1>
<meditated, 1>
<a, 1>
<lecture, 1>
<But, 1>
<he, 1>
<got, 1>
<no, 1>
<chance, 1>
<to, 1>
<deliver, 1>
<it, 1>
<for, 1>
<Meg, 1>
<kept, 1>
<away, 1>
<from, 1>
<him, 1>
<till, 1>
<he, 1>
<came, 1>
<to, 1>
<say, 1>
<good, 1>
<night, 1>
<Remember, 1>
<she, 1>
<said, 1>
<trying, 1>
<to, 1>
<smile, 1>
<for, 1>
<the, 1>
<splitting, 1>
<headache, 1>
<had, 1>
<already, 1>
<begun, 1>
<Silence, 1>
<a, 1>
<la, 1>
<mort, 1>
<replied, 1>
<Laurie, 1>
<with, 1>
<a, 1>
<melodramatic, 1>
<flourish, 1>
<as, 1>
<he, 1>
<went, 1>
<away, 1>
<This, 1>
<little, 1>
<bit, 1>
<of, 1>
<byplay, 1>
<excited, 1>
<Annie, 1>
<s, 1>
<curiosity, 1>
<but, 1>
<Meg, 1>
<was, 1>
<too, 1>
<tired, 1>
<for, 1>
<gossip, 1>
<and, 1>
<went, 1>
<to, 1>
<bed, 1>
<feeling, 1>
<as, 1>
<if, 1>
<she, 1>
<had, 1>
<been, 1>
<to, 1>
<a, 1>
<masquerade, 1>
<and, 1>
<hadn, 1>
<t, 1>
<enjoyed, 1>
<herself, 1>
<as, 1>
<much, 1>
<as, 1>
<she, 1>
<expected, 1>
<She, 1>
<was, 1>
<sick, 1>
<all, 1>
<the, 1>
<next, 1>
<day, 1>
<and, 1>
<on, 1>
<Saturday, 1>
<went, 1>
<home, 1>
<quite, 1>
<used, 1>
<up, 1>
<with, 1>
<her, 1>
<fortnight, 1>
<s, 1>
<fun, 1>
<and, 1>
<feeling, 1>
<that, 1>
<she, 1>
<had, 1>
<sat, 1>
<in, 1>
<the, 1>
<lap, 1>
<of, 1>
<luxury, 1>
<long, 1>
<enough, 1>
<It, 1>
<does, 1>
<seem, 1>
<pleasant, 1>
<to, 1>
<be, 1>
<quiet, 1>
<and, 1>
<not, 1>
<have, 1>
<company, 1>
<manners, 1>
<on, 1>
<all, 1>
<the, 1>
<time, 1>
<Home, 1>
<is, 1>
<a, 1>
<nice, 1>
<place, 1>
<though, 1>
<it, 1>
<isn, 1>
<t, 1>
<splendid, 1>
<said, 1>
<Meg, 1>
<looking, 1>
<about, 1>
<her, 1>
<with, 1>
<a, 1>
<restful, 1>
<expression, 1>
<as, 1>
<she, 1>
<sat, 1>
<with, 1>
<her, 1>
<mother, 1>
<and, 1>
<Jo, 1>
<on, 1>
<the, 1>
<Sunday, 1>
<evening, 1>
<I, 1>
<m, 1>
<glad, 1>
<to, 1>
<hear, 1>
<you, 1>
<say, 1>
<so, 1>
<dear, 1>
<for, 1>
<I, 1>
<was, 1>
<afraid, 1>
<home, 1>
<would, 1>
<seem, 1>
<dull, 1>
<and, 1>
<poor, 1>
<to, 1>
<you, 1>
<after, 1>
<your, 1>
<fine, 1>
<quarters, 1>
<replied, 1>
<her, 1>
<mother, 1>
<who, 1>
<had, 1>
<given, 1>
<her, 1>
<many, 1>
<anxious, 1>
<looks, 1>
<that, 1>
<day, 1>
<For, 1>
<motherly, 1>
<eyes, 1>
<are, 1>
<quick, 1>
<to, 1>
<see, 1>
<any, 1>
<change, 1>
<in, 1>
<children, 1>
<s, 1>
<faces, 1>
<Meg, 1>
<had, 1>
<told, 1>
<her, 1>
<adventures, 1>
<gayly, 1>
<and, 1>
<said, 1>
<over, 1>
<and, 1>
<over, 1>
<what, 1>
<a, 1>
<charming, 1>
<time, 1>
<she, 1>
<had, 1>
<had, 1>
<but, 1>
<something, 1>
<still, 1>
<seemed, 1>
<to, 1>
<weigh, 1>
<upon, 1>
<her, 1>
<spirits, 1>
<and, 1>
<when, 1>
<the, 1>
<younger, 1>
<girls, 1>
<were, 1>
<gone, 1>
<to, 1>
<bed, 1>
<she, 1>
<sat, 1>
<thoughtfully, 1>
<staring, 1>
<at, 1>
<the, 1>
<fire, 1>
<saying, 1>
<little, 1>
<and, 1>
<looking, 1>
<worried, 1>
<As, 1>
<the, 1>
<clock, 1>
<struck, 1>
<nine, 1>
<and, 1>
<Jo, 1>
<proposed, 1>
<bed, 1>
<Meg, 1>
<suddenly, 1>
<left, 1>
<her, 1>
<chair, 1>
<and, 1>
<taking, 1>
<Beth, 1>
<s, 1>
<stool, 1>
<leaned, 1>
<her, 1>
<elbows, 1>
<on, 1>
<her, 1>
<mother, 1>
<s, 1>
<knee, 1>
<saying, 1>
<bravely, 1>
<Marmee, 1>
<I, 1>
<want, 1>
<to, 1>
<fess, 1>
<I, 1>
<thought, 1>
<so, 1>
<What, 1>
<is, 1>
<it, 1>
<dear, 1>
<Shall, 1>
<I, 1>
<go, 1>
<away, 1>
<asked, 1>
<Jo, 1>
<discreetly, 1>
<Of, 1>
<course, 1>
<not, 1>
<Don, 1>
<t, 1>
<I, 1>
<always, 1>
<tell, 1>
<you, 1>
<everything, 1>
<I, 1>
<was, 1>
<ashamed, 1>
<to, 1>
<speak, 1>
<of, 1>
<it, 1>
<before, 1>
<the, 1>
<younger, 1>
<children, 1>
<but, 1>
<I, 1>
<want, 1>
<you, 1>
<to, 1>
<know, 1>
<all, 1>
<the, 1>
<dreadful, 1>
<things, 1>
<I, 1>
<did, 1>
<at, 1>
<the, 1>
<Moffats, 1>
<We, 1>
<are, 1>
<prepared, 1>
<said, 1>
<Mrs, 1>
<March, 1>
<smiling, 1>
<but, 1>
<looking, 1>
<a, 1>
<little, 1>
<anxious, 1>
<I, 1>
<told, 1>
<you, 1>
<they, 1>
<dressed, 1>
<me, 1>
<up, 1>
<but, 1>
<I, 1>
<didn, 1>
<t, 1>
<tell, 1>
<you, 1>
<that, 1>
<they, 1>
<powdered, 1>
<and, 1>
<squeezed, 1>
<and, 1>
<frizzled, 1>
<and, 1>
<made, 1>
<me, 1>
<look, 1>
<like, 1>
<a, 1>
<fashion, 1>
<plate, 1>
<Laurie, 1>
<thought, 1>
<I, 1>
<wasn, 1>
<t, 1>
<proper, 1>
<I, 1>
<know, 1>
<he, 1>
<did, 1>
<though, 1>
<he, 1>
<didn, 1>
<t, 1>
<say, 1>
<so, 1>
<and, 1>
<one, 1>
<man, 1>
<called, 1>
<me, 1>
<a, 1>
<doll, 1>
<I, 1>
<knew, 1>
<it, 1>
<was, 1>
<silly, 1>
<but, 1>
<they, 1>
<flattered, 1>
<me, 1>
<and, 1>
<said, 1>
<I, 1>
<was, 1>
<a, 1>
<beauty, 1>
<and, 1>
<quantities, 1>
<of, 1>
<nonsense, 1>
<so, 1>
<I, 1>
<let, 1>
<them, 1>
<make, 1>
<a, 1>
<fool, 1>
<of, 1>
<me, 1>
<Is, 1>
<that, 1>
<all, 1>
<asked, 1>
<Jo, 1>
<as, 1>
<Mrs, 1>
<March, 1>
<looked, 1>
<silently, 1>
<at, 1>
<the, 1>
<downcast, 1>
<face, 1>
<of, 1>
<her, 1>
<pretty, 1>
<daughter, 1>
<and, 1>
<could, 1>
<not, 1>
<find, 1>
<it, 1>
<in, 1>
<her, 1>
<heart, 1>
<to, 1>
<blame, 1>
<her, 1>
<little, 1>
<follies, 1>
<No, 1>
<I, 1>
<drank, 1>
<champagne, 1>
<and, 1>
<romped, 1>
<and, 1>
<tried, 1>
<to, 1>
<flirt, 1>
<and, 1>
<was, 1>
<altogether, 1>
<abominable, 1>
<said, 1>
<Meg, 1>
<self, 1>
<reproachfully, 1>
<There, 1>
<is, 1>
<something, 1>
<more, 1>
<I, 1>
<think, 1>
<And, 1>
<Mrs, 1>
<March, 1>
<smoothed, 1>
<the, 1>
<soft, 1>
<cheek, 1>
<which, 1>
<suddenly, 1>
<grew, 1>
<rosy, 1>
<as, 1>
<Meg, 1>
<answered, 1>
<slowly, 1>
<Yes, 1>
<It, 1>
<s, 1>
<very, 1>
<silly, 1>
<but, 1>
<I, 1>
<want, 1>
<to, 1>
<tell, 1>
<it, 1>
<because, 1>
<I, 1>
<hate, 1>
<to, 1>
<have, 1>
<people, 1>
<say, 1>
<and, 1>
<think, 1>
<such, 1>
<things, 1>
<about, 1>
<us, 1>
<and, 1>
<Laurie, 1>
<Then, 1>
<she, 1>
<told, 1>
<the, 1>
<various, 1>
<bits, 1>
<of, 1>
<gossip, 1>
<she, 1>
<had, 1>
<heard, 1>
<at, 1>
<the, 1>
<Moffats, 1>
<and, 1>
<as, 1>
<she, 1>
<spoke, 1>
<Jo, 1>
<saw, 1>
<her, 1>
<mother, 1>
<fold, 1>
<her, 1>
<lips, 1>
<tightly, 1>
<as, 1>
<if, 1>
<ill, 1>
<pleased, 1>
<that, 1>
<such, 1>
<ideas, 1>
<should, 1>
<be, 1>
<put, 1>
<into, 1>
<Meg, 1>
<s, 1>
<innocent, 1>
<mind, 1>
<Well, 1>
<if, 1>
<that, 1>
<isn, 1>
<t, 1>
<the, 1>
<greatest, 1>
<rubbish, 1>
<I, 1>
<ever, 1>
<heard, 1>
<cried, 1>
<Jo, 1>
<indignantly, 1>
<Why, 1>
<didn, 1>
<t, 1>
<you, 1>
<pop, 1>
<out, 1>
<and, 1>
<tell, 1>
<them, 1>
<so, 1>
<on, 1>
<the, 1>
<spot, 1>
<I, 1>
<couldn, 1>
<t, 1>
<it, 1>
<was, 1>
<so, 1>
<embarrassing, 1>
<for, 1>
<me, 1>
<I, 1>
<couldn, 1>
<t, 1>
<help, 1>
<hearing, 1>
<at, 1>
<first, 1>
<and, 1>
<then, 1>
<I, 1>
<was, 1>
<so, 1>
<angry, 1>
<and, 1>
<ashamed, 1>
<I, 1>
<didn, 1>
<t, 1>
<remember, 1>
<that, 1>
<I, 1>
<ought, 1>
<to, 1>
<go, 1>
<away, 1>
<Just, 1>
<wait, 1>
<till, 1>
<I, 1>
<see, 1>
<Annie, 1>
<Moffat, 1>
<and, 1>
<I, 1>
<ll, 1>
<show, 1>
<you, 1>
<how, 1>
<to, 1>
<settle, 1>
<such, 1>
<ridiculous, 1>
<stuff, 1>
<The, 1>
<idea, 1>
<of, 1>
<having, 1>
<plans, 1>
<and, 1>
<being, 1>
<kind, 1>
<to, 1>
<Laurie, 1>
<because, 1>
<he, 1>
<s, 1>
<rich, 1>
<and, 1>
<may, 1>
<marry, 1>
<us, 1>
<by, 1>
<and, 1>
<by, 1>
<Won, 1>
<t, 1>
<he, 1>
<shout, 1>
<when, 1>
<I, 1>
<tell, 1>
<him, 1>
<what, 1>
<those, 1>
<silly, 1>
<things, 1>
<say, 1>
<about, 1>
<us, 1>
<poor, 1>
<children, 1>
<And, 1>
<Jo, 1>
<laughed, 1>
<as, 1>
<if, 1>
<on, 1>
<second, 1>
<thoughts, 1>
<the, 1>
<thing, 1>
<struck, 1>
<her, 1>
<as, 1>
<a, 1>
<good, 1>
<joke, 1>
<If, 1>
<you, 1>
<tell, 1>
<Laurie, 1>
<I, 1>
<ll, 1>
<never, 1>
<forgive, 1>
<you, 1>
<She, 1>
<mustn, 1>
<t, 1>
<must, 1>
<she, 1>
<Mother, 1>
<said, 1>
<Meg, 1>
<looking, 1>
<distressed, 1>
<No, 1>
<never, 1>
<repeat, 1>
<that, 1>
<foolish, 1>
<gossip, 1>
<and, 1>
<forget, 1>
<it, 1>
<as, 1>
<soon, 1>
<as, 1>
<you, 1>
<can, 1>
<said, 1>
<Mrs, 1>
<March, 1>
<gravely, 1>
<I, 1>
<was, 1>
<very, 1>
<unwise, 1>
<to, 1>
<let, 1>
<you, 1>
<go, 1>
<among, 1>
<people, 1>
<of, 1>
<whom, 1>
<I, 1>
<know, 1>
<so, 1>
<little, 1>
<kind, 1>
<I, 1>
<dare, 1>
<say, 1>
<but, 1>
<worldly, 1>
<ill, 1>
<bred, 1>
<and, 1>
<full, 1>
<of, 1>
<these, 1>
<vulgar, 1>
<ideas, 1>
<about, 1>
<young, 1>
<people, 1>
<I, 1>
<am, 1>
<more, 1>
<sorry, 1>
<than, 1>
<I, 1>
<can, 1>
<express, 1>
<for, 1>
<the, 1>
<mischief, 1>
<this, 1>
<visit, 1>
<may, 1>
<have, 1>
<done, 1>
<you, 1>
<Meg, 1>
<Don, 1>
<t, 1>
<be, 1>
<sorry, 1>
<I, 1>
<won, 1>
<t, 1>
<let, 1>
<it, 1>
<hurt, 1>
<me, 1>
<I, 1>
<ll, 1>
<forget, 1>
<all, 1>
<the, 1>
<bad, 1>
<and, 1>
<remember, 1>
<only, 1>
<the, 1>
<good, 1>
<for, 1>
<I, 1>
<did, 1>
<enjoy, 1>
<a, 1>
<great, 1>
<deal, 1>
<and, 1>
<thank, 1>
<you, 1>
<very, 1>
<much, 1>
<for, 1>
<letting, 1>
<me, 1>
<go, 1>
<I, 1>
<ll, 1>
<not, 1>
<be, 1>
<sentimental, 1>
<or, 1>
<dissatisfied, 1>
<Mother, 1>
<I, 1>
<know, 1>
<I, 1>
<m, 1>
<a, 1>
<silly, 1>
<little, 1>
<girl, 1>
<and, 1>
<I, 1>
<ll, 1>
<stay, 1>
<with, 1>
<you, 1>
<till, 1>
<I, 1>
<m, 1>
<fit, 1>
<to, 1>
<take, 1>
<care, 1>
<of, 1>
<myself, 1>
<But, 1>
<it, 1>
<is, 1>
<nice, 1>
<to, 1>
<be, 1>
<praised, 1>
<and, 1>
<admired, 1>
<and, 1>
<I, 1>
<can, 1>
<t, 1>
<help, 1>
<saying, 1>
<I, 1>
<like, 1>
<it, 1>
<said, 1>
<Meg, 1>
<looking, 1>
<half, 1>
<ashamed, 1>
<of, 1>
<the, 1>
<confession, 1>
<That, 1>
<is, 1>
<perfectly, 1>
<natural, 1>
<and, 1>
<quite, 1>
<harmless, 1>
<if, 1>
<the, 1>
<liking, 1>
<does, 1>
<not, 1>
<become, 1>
<a, 1>
<passion, 1>
<and, 1>
<lead, 1>
<one, 1>
<to, 1>
<do, 1>
<foolish, 1>
<or, 1>
<unmaidenly, 1>
<things, 1>
<Learn, 1>
<to, 1>
<know, 1>
<and, 1>
<value, 1>
<the, 1>
<praise, 1>
<which, 1>
<is, 1>
<worth, 1>
<having, 1>
<and, 1>
<to, 1>
<excite, 1>
<the, 1>
<admiration, 1>
<of, 1>
<excellent, 1>
<people, 1>
<by, 1>
<being, 1>
<modest, 1>
<as, 1>
<well, 1>
<as, 1>
<pretty, 1>
<Meg, 1>
<Margaret, 1>
<sat, 1>
<thinking, 1>
<a, 1>
<moment, 1>
<while, 1>
<Jo, 1>
<stood, 1>
<with, 1>
<her, 1>
<hands, 1>
<behind, 1>
<her, 1>
<looking, 1>
<both, 1>
<interested, 1>
<and, 1>
<a, 1>
<little, 1>
<perplexed, 1>
<for, 1>
<it, 1>
<was, 1>
<a, 1>
<new, 1>
<thing, 1>
<to, 1>
<see, 1>
<Meg, 1>
<blushing, 1>
<and, 1>
<talking, 1>
<about, 1>
<admiration, 1>
<lovers, 1>
<and, 1>
<things, 1>
<of, 1>
<that, 1>
<sort, 1>
<And, 1>
<Jo, 1>
<felt, 1>
<as, 1>
<if, 1>
<during, 1>
<that, 1>
<fortnight, 1>
<her, 1>
<sister, 1>
<had, 1>
<grown, 1>
<up, 1>
<amazingly, 1>
<and, 1>
<was, 1>
<drifting, 1>
<away, 1>
<from, 1>
<her, 1>
<into, 1>
<a, 1>
<world, 1>
<where, 1>
<she, 1>
<could, 1>
<not, 1>
<follow, 1>
<Mother, 1>
<do, 1>
<you, 1>
<have, 1>
<plans, 1>
<as, 1>
<Mrs, 1>
<Moffat, 1>
<said, 1>
<asked, 1>
<Meg, 1>
<bashfully, 1>
<Yes, 1>
<my, 1>
<dear, 1>
<I, 1>
<have, 1>
<a, 1>
<great, 1>
<many, 1>
<all, 1>
<mothers, 1>
<do, 1>
<but, 1>
<mine, 1>
<differ, 1>
<somewhat, 1>
<from, 1>
<Mrs, 1>
<Moffat, 1>
<s, 1>
<I, 1>
<suspect, 1>
<I, 1>
<will, 1>
<tell, 1>
<you, 1>
<some, 1>
<of, 1>
<them, 1>
<for, 1>
<the, 1>
<time, 1>
<has, 1>
<come, 1>
<when, 1>
<a, 1>
<word, 1>
<may, 1>
<set, 1>
<this, 1>
<romantic, 1>
<little, 1>
<head, 1>
<and, 1>
<heart, 1>
<of, 1>
<yours, 1>
<right, 1>
<on, 1>
<a, 1>
<very, 1>
<serious, 1>
<subject, 1>
<You, 1>
<are, 1>
<young, 1>
<Meg, 1>
<but, 1>
<not, 1>
<too, 1>
<young, 1>
<to, 1>
<understand, 1>
<me, 1>
<and, 1>
<mothers, 1>
<lips, 1>
<are, 1>
<the, 1>
<fittest, 1>
<to, 1>
<speak, 1>
<of, 1>
<such, 1>
<things, 1>
<to, 1>
<girls, 1>
<like, 1>
<you, 1>
<Jo, 1>
<your, 1>
<turn, 1>
<will, 1>
<come, 1>
<in, 1>
<time, 1>
<perhaps, 1>
<so, 1>
<listen, 1>
<to, 1>
<my, 1>
<plans, 1>
<and, 1>
<help, 1>
<me, 1>
<carry, 1>
<them, 1>
<out, 1>
<if, 1>
<they, 1>
<are, 1>
<good, 1>
<Jo, 1>
<went, 1>
<and, 1>
<sat, 1>
<on, 1>
<one, 1>
<arm, 1>
<of, 1>
<the, 1>
<chair, 1>
<looking, 1>
<as, 1>
<if, 1>
<she, 1>
<thought, 1>
<they, 1>
<were, 1>
<about, 1>
<to, 1>
<join, 1>
<in, 1>
<some, 1>
<very, 1>
<solemn, 1>
<affair, 1>
<Holding, 1>
<a, 1>
<hand, 1>
<of, 1>
<each, 1>
<and, 1>
<watching, 1>
<the, 1>
<two, 1>
<young, 1>
<faces, 1>
<wistfully, 1>
<Mrs, 1>
<March, 1>
<said, 1>
<in, 1>
<her, 1>
<serious, 1>
<yet, 1>
<cheery, 1>
<way, 1>
<I, 1>
<want, 1>
<my, 1>
<daughters, 1>
<to, 1>
<be, 1>
<beautiful, 1>
<accomplished, 1>
<and, 1>
<good, 1>
<To, 1>
<be, 1>
<admired, 1>
<loved, 1>
<and, 1>
<respected, 1>
<To, 1>
<have, 1>
<a, 1>
<happy, 1>
<youth, 1>
<to, 1>
<be, 1>
<well, 1>
<and, 1>
<wisely, 1>
<married, 1>
<and, 1>
<to, 1>
<lead, 1>
<useful, 1>
<pleasant, 1>
<lives, 1>
<with, 1>
<as, 1>
<little, 1>
<care, 1>
<and, 1>
<sorrow, 1>
<to, 1>
<try, 1>
<them, 1>
<as, 1>
<God, 1>
<sees, 1>
<fit, 1>
<to, 1>
<send, 1>
<To, 1>
<be, 1>
<loved, 1>
<and, 1>
<chosen, 1>
<by, 1>
<a, 1>
<good, 1>
<man, 1>
<is, 1>
<the, 1>
<best, 1>
<and, 1>
<sweetest, 1>
<thing, 1>
<which, 1>
<can, 1>
<happen, 1>
<to, 1>
<a, 1>
<woman, 1>
<and, 1>
<I, 1>
<sincerely, 1>
<hope, 1>
<my, 1>
<girls, 1>
<may, 1>
<know, 1>
<this, 1>
<beautiful, 1>
<experience, 1>
<It, 1>
<is, 1>
<natural, 1>
<to, 1>
<think, 1>
<of, 1>
<it, 1>
<Meg, 1>
<right, 1>
<to, 1>
<hope, 1>
<and, 1>
<wait, 1>
<for, 1>
<it, 1>
<and, 1>
<wise, 1>
<to, 1>
<prepare, 1>
<for, 1>
<it, 1>
<so, 1>
<that, 1>
<when, 1>
<the, 1>
<happy, 1>
<time, 1>
<comes, 1>
<you, 1>
<may, 1>
<feel, 1>
<ready, 1>
<for, 1>
<the, 1>
<duties, 1>
<and, 1>
<worthy, 1>
<of, 1>
<the, 1>
<joy, 1>
<My, 1>
<dear, 1>
<girls, 1>
<I, 1>
<am, 1>
<ambitious, 1>
<for, 1>
<you, 1>
<but, 1>
<not, 1>
<to, 1>
<have, 1>
<you, 1>
<make, 1>
<a, 1>
<dash, 1>
<in, 1>
<the, 1>
<world, 1>
<marry, 1>
<rich, 1>
<men, 1>
<merely, 1>
<because, 1>
<they, 1>
<are, 1>
<rich, 1>
<or, 1>
<have, 1>
<splendid, 1>
<houses, 1>
<which, 1>
<are, 1>
<not, 1>
<homes, 1>
<because, 1>
<love, 1>
<is, 1>
<wanting, 1>
<Money, 1>
<is, 1>
<a, 1>
<needful, 1>
<and, 1>
<precious, 1>
<thing, 1>
<and, 1>
<when, 1>
<well, 1>
<used, 1>
<a, 1>
<noble, 1>
<thing, 1>
<but, 1>
<I, 1>
<never, 1>
<want, 1>
<you, 1>
<to, 1>
<think, 1>
<it, 1>
<is, 1>
<the, 1>
<first, 1>
<or, 1>
<only, 1>
<prize, 1>
<to, 1>
<strive, 1>
<for, 1>
<I, 1>
<d, 1>
<rather, 1>
<see, 1>
<you, 1>
<poor, 1>
<men, 1>
<s, 1>
<wives, 1>
<if, 1>
<you, 1>
<were, 1>
<happy, 1>
<beloved, 1>
<contented, 1>
<than, 1>
<queens, 1>
<on, 1>
<thrones, 1>
<without, 1>
<self, 1>
<respect, 1>
<and, 1>
<peace, 1>
<Poor, 1>
<girls, 1>
<don, 1>
<t, 1>
<stand, 1>
<any, 1>
<chance, 1>
<Belle, 1>
<says, 1>
<unless, 1>
<they, 1>
<put, 1>
<themselves, 1>
<forward, 1>
<sighed, 1>
<Meg, 1>
<Then, 1>
<we, 1>
<ll, 1>
<be, 1>
<old, 1>
<maids, 1>
<said, 1>
<Jo, 1>
<stoutly, 1>
<Right, 1>
<Jo, 1>
<Better, 1>
<be, 1>
<happy, 1>
<old, 1>
<maids, 1>
<than, 1>
<unhappy, 1>
<wives, 1>
<or, 1>
<unmaidenly, 1>
<girls, 1>
<running, 1>
<about, 1>
<to, 1>
<find, 1>
<husbands, 1>
<said, 1>
<Mrs, 1>
<March, 1>
<decidedly, 1>
<Don, 1>
<t, 1>
<be, 1>
<troubled, 1>
<Meg, 1>
<poverty, 1>
<seldom, 1>
<daunts, 1>
<a, 1>
<sincere, 1>
<lover, 1>
<Some, 1>
<of, 1>
<the, 1>
<best, 1>
<and, 1>
<most, 1>
<honored, 1>
<women, 1>
<I, 1>
<know, 1>
<were, 1>
<poor, 1>
<girls, 1>
<but, 1>
<so, 1>
<love, 1>
<worthy, 1>
<that, 1>
<they, 1>
<were, 1>
<not, 1>
<allowed, 1>
<to, 1>
<be, 1>
<old, 1>
<maids, 1>
<Leave, 1>
<these, 1>
<things, 1>
<to, 1>
<time, 1>
<Make, 1>
<this, 1>
<home, 1>
<happy, 1>
<so, 1>
<that, 1>
<you, 1>
<may, 1>
<be, 1>
<fit, 1>
<for, 1>
<homes, 1>
<of, 1>
<your, 1>
<own, 1>
<if, 1>
<they, 1>
<are, 1>
<offered, 1>
<you, 1>
<and, 1>
<contented, 1>
<here, 1>
<if, 1>
<they, 1>
<are, 1>
<not, 1>
<One, 1>
<thing, 1>
<remember, 1>
<my, 1>
<girls, 1>
<Mother, 1>
<is, 1>
<always, 1>
<ready, 1>
<to, 1>
<be, 1>
<your, 1>
<confidant, 1>
<Father, 1>
<to, 1>
<be, 1>
<your, 1>
<friend, 1>
<and, 1>
<both, 1>
<of, 1>
<us, 1>
<hope, 1>
<and, 1>
<trust, 1>
<that, 1>
<our, 1>
<daughters, 1>
<whether, 1>
<married, 1>
<or, 1>
<single, 1>
<will, 1>
<be, 1>
<the, 1>
<pride, 1>
<and, 1>
<comfort, 1>
<of, 1>
<our, 1>
<lives, 1>
<We, 1>
<will, 1>
<Marmee, 1>
<we, 1>
<will, 1>
<cried, 1>
<both, 1>
<with, 1>
<all, 1>
<their, 1>
<hearts, 1>
<as, 1>
<she, 1>
<bade, 1>
<them, 1>
<good, 1>
<night, 1>
<CHAPTER, 1>
<TEN, 1>
<THE, 1>
<P, 1>
<C, 1>
<AND, 1>
<P, 1>
<O, 1>
<As, 1>
<spring, 1>
<came, 1>
<on, 1>
<a, 1>
<new, 1>
<set, 1>
<of, 1>
<amusements, 1>
<became, 1>
<the, 1>
<fashion, 1>
<and, 1>
<the, 1>
<lengthening, 1>
<days, 1>
<gave, 1>
<long, 1>
<afternoons, 1>
<for, 1>
<work, 1>
<and, 1>
<play, 1>
<of, 1>
<all, 1>
<sorts, 1>
<The, 1>
<garden, 1>
<had, 1>
<to, 1>
<be, 1>
<put, 1>
<in, 1>
<order, 1>
<and, 1>
<each, 1>
<sister, 1>
<had, 1>
<a, 1>
<quarter, 1>
<of, 1>
<the, 1>
<little, 1>
<plot, 1>
<to, 1>
<do, 1>
<what, 1>
<she, 1>
<liked, 1>
<with, 1>
<Hannah, 1>
<used, 1>
<to, 1>
<say, 1>
<I, 1>
<d, 1>
<know, 1>
<which, 1>
<each, 1>
<of, 1>
<them, 1>
<gardings, 1>
<belonged, 1>
<to, 1>
<ef, 1>
<I, 1>
<see, 1>
<em, 1>
<in, 1>
<Chiny, 1>
<and, 1>
<so, 1>
<she, 1>
<might, 1>
<for, 1>
<the, 1>
<girls, 1>
<tastes, 1>
<differed, 1>
<as, 1>
<much, 1>
<as, 1>
<their, 1>
<characters, 1>
<Meg, 1>
<s, 1>
<had, 1>
<roses, 1>
<and, 1>
<heliotrope, 1>
<myrtle, 1>
<and, 1>
<a, 1>
<little, 1>
<orange, 1>
<tree, 1>
<in, 1>
<it, 1>
