<teroom, 1>
<Love, 1>
<and, 1>
<trust, 1>
<me, 1>
<Ever, 1>
<your, 1>
<AMY, 1>
<CHAPTER, 1>
<THIRTY, 1>
<TWO, 1>
<TENDER, 1>
<TROUBLES, 1>
<Jo, 1>
<I, 1>
<m, 1>
<anxious, 1>
<about, 1>
<Beth, 1>
<Why, 1>
<Mother, 1>
<she, 1>
<has, 1>
<seemed, 1>
<unusually, 1>
<well, 1>
<since, 1>
<the, 1>
<babies, 1>
<came, 1>
<It, 1>
<s, 1>
<not, 1>
<her, 1>
<health, 1>
<that, 1>
<troubles, 1>
<me, 1>
<now, 1>
<it, 1>
<s, 1>
<her, 1>
<spirits, 1>
<I, 1>
<m, 1>
<sure, 1>
<there, 1>
<is, 1>
<something, 1>
<on, 1>
<her, 1>
<mind, 1>
<and, 1>
<I, 1>
<want, 1>
<you, 1>
<to, 1>
<discover, 1>
<what, 1>
<it, 1>
<is, 1>
<What, 1>
<makes, 1>
<you, 1>
<think, 1>
<so, 1>
<Mother, 1>
<She, 1>
<sits, 1>
<alone, 1>
<a, 1>
<good, 1>
<deal, 1>
<and, 1>
<doesn, 1>
<t, 1>
<talk, 1>
<to, 1>
<her, 1>
<father, 1>
<as, 1>
<much, 1>
<as, 1>
<she, 1>
<used, 1>
<I, 1>
<found, 1>
<her, 1>
<crying, 1>
<over, 1>
<the, 1>
<babies, 1>
<the, 1>
<other, 1>
<day, 1>
<When, 1>
<she, 1>
<sings, 1>
<the, 1>
<songs, 1>
<are, 1>
<always, 1>
<sad, 1>
<ones, 1>
<and, 1>
<now, 1>
<and, 1>
<then, 1>
<I, 1>
<see, 1>
<a, 1>
<look, 1>
<in, 1>
<her, 1>
<face, 1>
<that, 1>
<I, 1>
<don, 1>
<t, 1>
<understand, 1>
<This, 1>
<isn, 1>
<t, 1>
<like, 1>
<Beth, 1>
<and, 1>
<it, 1>
<worries, 1>
<me, 1>
<Have, 1>
<you, 1>
<asked, 1>
<her, 1>
<about, 1>
<it, 1>
<I, 1>
<have, 1>
<tried, 1>
<once, 1>
<or, 1>
<twice, 1>
<but, 1>
<she, 1>
<either, 1>
<evaded, 1>
<my, 1>
<questions, 1>
<or, 1>
<looked, 1>
<so, 1>
<distressed, 1>
<that, 1>
<I, 1>
<stopped, 1>
<I, 1>
<never, 1>
<force, 1>
<my, 1>
<children, 1>
<s, 1>
<confidence, 1>
<and, 1>
<I, 1>
<seldom, 1>
<have, 1>
<to, 1>
<wait, 1>
<for, 1>
<long, 1>
<Mrs, 1>
<March, 1>
<glanced, 1>
<at, 1>
<Jo, 1>
<as, 1>
<she, 1>
<spoke, 1>
<but, 1>
<the, 1>
<face, 1>
<opposite, 1>
<seemed, 1>
<quite, 1>
<unconscious, 1>
<of, 1>
<any, 1>
<secret, 1>
<disquietude, 1>
<but, 1>
<Beth, 1>
<s, 1>
<and, 1>
<after, 1>
<sewing, 1>
<thoughtfully, 1>
<for, 1>
<a, 1>
<minute, 1>
<Jo, 1>
<said, 1>
<I, 1>
<think, 1>
<she, 1>
<is, 1>
<growing, 1>
<up, 1>
<and, 1>
<so, 1>
<begins, 1>
<to, 1>
<dream, 1>
<dreams, 1>
<and, 1>
<have, 1>
<hopes, 1>
<and, 1>
<fears, 1>
<and, 1>
<fidgets, 1>
<without, 1>
<knowing, 1>
<why, 1>
<or, 1>
<being, 1>
<able, 1>
<to, 1>
<explain, 1>
<them, 1>
<Why, 1>
<Mother, 1>
<Beth, 1>
<s, 1>
<eighteen, 1>
<but, 1>
<we, 1>
<don, 1>
<t, 1>
<realize, 1>
<it, 1>
<and, 1>
<treat, 1>
<her, 1>
<like, 1>
<a, 1>
<child, 1>
<forgetting, 1>
<she, 1>
<s, 1>
<a, 1>
<woman, 1>
<So, 1>
<she, 1>
<is, 1>
<Dear, 1>
<heart, 1>
<how, 1>
<fast, 1>
<you, 1>
<do, 1>
<grow, 1>
<up, 1>
<returned, 1>
<her, 1>
<mother, 1>
<with, 1>
<a, 1>
<sigh, 1>
<and, 1>
<a, 1>
<smile, 1>
<Can, 1>
<t, 1>
<be, 1>
<helped, 1>
<Marmee, 1>
<so, 1>
<you, 1>
<must, 1>
<resign, 1>
<yourself, 1>
<to, 1>
<all, 1>
<sorts, 1>
<of, 1>
<worries, 1>
<and, 1>
<let, 1>
<your, 1>
<birds, 1>
<hop, 1>
<out, 1>
<of, 1>
<the, 1>
<nest, 1>
<one, 1>
<by, 1>
<one, 1>
<I, 1>
<promise, 1>
<never, 1>
<to, 1>
<hop, 1>
<very, 1>
<far, 1>
<if, 1>
<that, 1>
<is, 1>
<any, 1>
<comfort, 1>
<to, 1>
<you, 1>
<It, 1>
<s, 1>
<a, 1>
<great, 1>
<comfort, 1>
<Jo, 1>
<I, 1>
<always, 1>
<feel, 1>
<strong, 1>
<when, 1>
<you, 1>
<are, 1>
<at, 1>
<home, 1>
<now, 1>
<Meg, 1>
<is, 1>
<gone, 1>
<Beth, 1>
<is, 1>
<too, 1>
<feeble, 1>
<and, 1>
<Amy, 1>
<too, 1>
<young, 1>
<to, 1>
<depend, 1>
<upon, 1>
<but, 1>
<when, 1>
<the, 1>
<tug, 1>
<comes, 1>
<you, 1>
<are, 1>
<always, 1>
<ready, 1>
<Why, 1>
<you, 1>
<know, 1>
<I, 1>
<don, 1>
<t, 1>
<mind, 1>
<hard, 1>
<jobs, 1>
<much, 1>
<and, 1>
<there, 1>
<must, 1>
<always, 1>
<be, 1>
<one, 1>
<scrub, 1>
<in, 1>
<a, 1>
<family, 1>
<Amy, 1>
<is, 1>
<splendid, 1>
<in, 1>
<fine, 1>
<works, 1>
<and, 1>
<I, 1>
<m, 1>
<not, 1>
<but, 1>
<I, 1>
<feel, 1>
<in, 1>
<my, 1>
<element, 1>
<when, 1>
<all, 1>
<the, 1>
<carpets, 1>
<are, 1>
<to, 1>
<be, 1>
<taken, 1>
<up, 1>
<or, 1>
<half, 1>
<the, 1>
<family, 1>
<fall, 1>
<sick, 1>
<at, 1>
<once, 1>
<Amy, 1>
<is, 1>
<distinguishing, 1>
<herself, 1>
<abroad, 1>
<but, 1>
<if, 1>
<anything, 1>
<is, 1>
<amiss, 1>
<at, 1>
<home, 1>
<I, 1>
<m, 1>
<your, 1>
<man, 1>
<I, 1>
<leave, 1>
<Beth, 1>
<to, 1>
<your, 1>
<hands, 1>
<then, 1>
<for, 1>
<she, 1>
<will, 1>
<open, 1>
<her, 1>
<tender, 1>
<little, 1>
<heart, 1>
<to, 1>
<her, 1>
<Jo, 1>
<sooner, 1>
<than, 1>
<to, 1>
<anyone, 1>
<else, 1>
<Be, 1>
<very, 1>
<kind, 1>
<and, 1>
<don, 1>
<t, 1>
<let, 1>
<her, 1>
<think, 1>
<anyone, 1>
<watches, 1>
<or, 1>
<talks, 1>
<about, 1>
<her, 1>
<If, 1>
<she, 1>
<only, 1>
<would, 1>
<get, 1>
<quite, 1>
<strong, 1>
<and, 1>
<cheerful, 1>
<again, 1>
<I, 1>
<shouldn, 1>
<t, 1>
<have, 1>
<a, 1>
<wish, 1>
<in, 1>
<the, 1>
<world, 1>
<Happy, 1>
<woman, 1>
<I, 1>
<ve, 1>
<got, 1>
<heaps, 1>
<My, 1>
<dear, 1>
<what, 1>
<are, 1>
<they, 1>
<I, 1>
<ll, 1>
<settle, 1>
<Bethy, 1>
<s, 1>
<troubles, 1>
<and, 1>
<then, 1>
<I, 1>
<ll, 1>
<tell, 1>
<you, 1>
<mine, 1>
<They, 1>
<are, 1>
<not, 1>
<very, 1>
<wearing, 1>
<so, 1>
<they, 1>
<ll, 1>
<keep, 1>
<and, 1>
<Jo, 1>
<stitched, 1>
<away, 1>
<with, 1>
<a, 1>
<wise, 1>
<nod, 1>
<which, 1>
<set, 1>
<her, 1>
<mother, 1>
<s, 1>
<heart, 1>
<at, 1>
<rest, 1>
<about, 1>
<her, 1>
<for, 1>
<the, 1>
<present, 1>
<at, 1>
<least, 1>
<While, 1>
<apparently, 1>
<absorbed, 1>
<in, 1>
<her, 1>
<own, 1>
<affairs, 1>
<Jo, 1>
<watched, 1>
<Beth, 1>
<and, 1>
<after, 1>
<many, 1>
<conflicting, 1>
<conjectures, 1>
<finally, 1>
<settled, 1>
<upon, 1>
<one, 1>
<which, 1>
<seemed, 1>
<to, 1>
<explain, 1>
<the, 1>
<change, 1>
<in, 1>
<her, 1>
<A, 1>
<slight, 1>
<incident, 1>
<gave, 1>
<Jo, 1>
<the, 1>
<clue, 1>
<to, 1>
<the, 1>
<mystery, 1>
<she, 1>
<thought, 1>
<and, 1>
<lively, 1>
<fancy, 1>
<loving, 1>
<heart, 1>
<did, 1>
<the, 1>
<rest, 1>
<She, 1>
<was, 1>
<affecting, 1>
<to, 1>
<write, 1>
<busily, 1>
<one, 1>
<Saturday, 1>
<afternoon, 1>
<when, 1>
<she, 1>
<and, 1>
<Beth, 1>
<were, 1>
<alone, 1>
<together, 1>
<Yet, 1>
<as, 1>
<she, 1>
<scribbled, 1>
<she, 1>
<kept, 1>
<her, 1>
<eye, 1>
<on, 1>
<her, 1>
<sister, 1>
<who, 1>
<seemed, 1>
<unusually, 1>
<quiet, 1>
<Sitting, 1>
<at, 1>
<the, 1>
<window, 1>
<Beth, 1>
<s, 1>
<work, 1>
<often, 1>
<dropped, 1>
<into, 1>
<her, 1>
<lap, 1>
<and, 1>
<she, 1>
<leaned, 1>
<her, 1>
<head, 1>
<upon, 1>
<her, 1>
<hand, 1>
<in, 1>
<a, 1>
<dejected, 1>
<attitude, 1>
<while, 1>
<her, 1>
<eyes, 1>
<rested, 1>
<on, 1>
<the, 1>
<dull, 1>
<autumnal, 1>
<landscape, 1>
<Suddenly, 1>
<some, 1>
<one, 1>
<passed, 1>
<below, 1>
<whistling, 1>
<like, 1>
<an, 1>
<operatic, 1>
<blackbird, 1>
<and, 1>
<a, 1>
<voice, 1>
<called, 1>
<out, 1>
<All, 1>
<serene, 1>
<Coming, 1>
<in, 1>
<tonight, 1>
<Beth, 1>
<started, 1>
<leaned, 1>
<forward, 1>
<smiled, 1>
<and, 1>
<nodded, 1>
<watched, 1>
<the, 1>
<passer, 1>
<by, 1>
<till, 1>
<his, 1>
<quick, 1>
<tramp, 1>
<died, 1>
<away, 1>
<then, 1>
<said, 1>
<softly, 1>
<as, 1>
<if, 1>
<to, 1>
<herself, 1>
<How, 1>
<strong, 1>
<and, 1>
<well, 1>
<and, 1>
<happy, 1>
<that, 1>
<dear, 1>
<boy, 1>
<looks, 1>
<Hum, 1>
<said, 1>
<Jo, 1>
<still, 1>
<intent, 1>
<upon, 1>
<her, 1>
<sister, 1>
<s, 1>
<face, 1>
<for, 1>
<the, 1>
<bright, 1>
<color, 1>
<faded, 1>
<as, 1>
<quickly, 1>
<as, 1>
<it, 1>
<came, 1>
<the, 1>
<smile, 1>
<vanished, 1>
<and, 1>
<presently, 1>
<a, 1>
<tear, 1>
<lay, 1>
<shining, 1>
<on, 1>
<the, 1>
<window, 1>
<ledge, 1>
<Beth, 1>
<whisked, 1>
<it, 1>
<off, 1>
<and, 1>
<in, 1>
<her, 1>
<half, 1>
<averted, 1>
<face, 1>
<read, 1>
<a, 1>
<tender, 1>
<sorrow, 1>
<that, 1>
<made, 1>
<her, 1>
<own, 1>
<eyes, 1>
<fill, 1>
<Fearing, 1>
<to, 1>
<betray, 1>
<herself, 1>
<she, 1>
<slipped, 1>
<away, 1>
<murmuring, 1>
<something, 1>
<about, 1>
<needing, 1>
<more, 1>
<paper, 1>
<Mercy, 1>
<on, 1>
<me, 1>
<Beth, 1>
<loves, 1>
<Laurie, 1>
<she, 1>
<said, 1>
<sitting, 1>
<down, 1>
<in, 1>
<her, 1>
<own, 1>
<room, 1>
<pale, 1>
<with, 1>
<the, 1>
<shock, 1>
<of, 1>
<the, 1>
<discovery, 1>
<which, 1>
<she, 1>
<believed, 1>
<she, 1>
<had, 1>
<just, 1>
<made, 1>
<I, 1>
<never, 1>
<dreamed, 1>
<of, 1>
<such, 1>
<a, 1>
<thing, 1>
<What, 1>
<will, 1>
<Mother, 1>
<say, 1>
<I, 1>
<wonder, 1>
<if, 1>
<her, 1>
<there, 1>
<Jo, 1>
<stopped, 1>
<and, 1>
<turned, 1>
<scarlet, 1>
<with, 1>
<a, 1>
<sudden, 1>
<thought, 1>
<If, 1>
<he, 1>
<shouldn, 1>
<t, 1>
<love, 1>
<back, 1>
<again, 1>
<how, 1>
<dreadful, 1>
<it, 1>
<would, 1>
<be, 1>
<He, 1>
<must, 1>
<I, 1>
<ll, 1>
<make, 1>
<him, 1>
<and, 1>
<she, 1>
<shook, 1>
<her, 1>
<head, 1>
<threateningly, 1>
<at, 1>
<the, 1>
<picture, 1>
<of, 1>
<the, 1>
<mischievous, 1>
<looking, 1>
<boy, 1>
<laughing, 1>
<at, 1>
<her, 1>
<from, 1>
<the, 1>
<wall, 1>
<Oh, 1>
<dear, 1>
<we, 1>
<are, 1>
<growing, 1>
<up, 1>
<with, 1>
<a, 1>
<vengeance, 1>
<Here, 1>
<s, 1>
<Meg, 1>
<married, 1>
<and, 1>
<a, 1>
<mamma, 1>
<Amy, 1>
<flourishing, 1>
<away, 1>
<at, 1>
<Paris, 1>
<and, 1>
<Beth, 1>
<in, 1>
<love, 1>
<I, 1>
<m, 1>
<the, 1>
<only, 1>
<one, 1>
<that, 1>
<has, 1>
<sense, 1>
<enough, 1>
<to, 1>
<keep, 1>
<out, 1>
<of, 1>
<mischief, 1>
<Jo, 1>
<thought, 1>
<intently, 1>
<for, 1>
<a, 1>
<minute, 1>
<with, 1>
<her, 1>
<eyes, 1>
<fixed, 1>
<on, 1>
<the, 1>
<picture, 1>
<then, 1>
<she, 1>
<smoothed, 1>
<out, 1>
<her, 1>
<wrinkled, 1>
<forehead, 1>
<and, 1>
<said, 1>
<with, 1>
<a, 1>
<decided, 1>
<nod, 1>
<at, 1>
<the, 1>
<face, 1>
<opposite, 1>
<No, 1>
<thank, 1>
<you, 1>
<sir, 1>
<you, 1>
<re, 1>
<very, 1>
<charming, 1>
<but, 1>
<you, 1>
<ve, 1>
<no, 1>
<more, 1>
<stability, 1>
<than, 1>
<a, 1>
<weathercock, 1>
<So, 1>
<you, 1>
<needn, 1>
<t, 1>
<write, 1>
<touching, 1>
<notes, 1>
<and, 1>
<smile, 1>
<in, 1>
<that, 1>
<insinuating, 1>
<way, 1>
<for, 1>
<it, 1>
<won, 1>
<t, 1>
<do, 1>
<a, 1>
<bit, 1>
<of, 1>
<good, 1>
<and, 1>
<I, 1>
<won, 1>
<t, 1>
<have, 1>
<it, 1>
<Then, 1>
<she, 1>
<sighed, 1>
<and, 1>
<fell, 1>
<into, 1>
<a, 1>
<reverie, 1>
<from, 1>
<which, 1>
<she, 1>
<did, 1>
<not, 1>
<wake, 1>
<till, 1>
<the, 1>
<early, 1>
<twilight, 1>
<sent, 1>
<her, 1>
<down, 1>
<to, 1>
<take, 1>
<new, 1>
<observations, 1>
<which, 1>
<only, 1>
<confirmed, 1>
<her, 1>
<suspicion, 1>
<Though, 1>
<Laurie, 1>
<flirted, 1>
<with, 1>
<Amy, 1>
<and, 1>
<joked, 1>
<with, 1>
<Jo, 1>
<his, 1>
<manner, 1>
<to, 1>
<Beth, 1>
<had, 1>
<always, 1>
<been, 1>
<peculiarly, 1>
<kind, 1>
<and, 1>
<gentle, 1>
<but, 1>
<so, 1>
<was, 1>
<everybody, 1>
<s, 1>
<Therefore, 1>
<no, 1>
<one, 1>
<thought, 1>
<of, 1>
<imagining, 1>
<that, 1>
<he, 1>
<cared, 1>
<more, 1>
<for, 1>
<her, 1>
<than, 1>
<for, 1>
<the, 1>
<others, 1>
<Indeed, 1>
<a, 1>
<general, 1>
<impression, 1>
<had, 1>
<prevailed, 1>
<in, 1>
<the, 1>
<family, 1>
<of, 1>
<late, 1>
<that, 1>
<our, 1>
<boy, 1>
<was, 1>
<getting, 1>
<fonder, 1>
<than, 1>
<ever, 1>
<of, 1>
<Jo, 1>
<who, 1>
<however, 1>
<wouldn, 1>
<t, 1>
<hear, 1>
<a, 1>
<word, 1>
<upon, 1>
<the, 1>
<subject, 1>
<and, 1>
<scolded, 1>
<violently, 1>
<if, 1>
<anyone, 1>
<dared, 1>
<to, 1>
<suggest, 1>
<it, 1>
<If, 1>
<they, 1>
<had, 1>
<known, 1>
<the, 1>
<various, 1>
<tender, 1>
<passages, 1>
<which, 1>
<had, 1>
<been, 1>
<nipped, 1>
<in, 1>
<the, 1>
<bud, 1>
<they, 1>
<would, 1>
<have, 1>
<had, 1>
<the, 1>
<immense, 1>
<satisfaction, 1>
<of, 1>
<saying, 1>
<I, 1>
<told, 1>
<you, 1>
<so, 1>
<But, 1>
<Jo, 1>
<hated, 1>
<philandering, 1>
<and, 1>
<wouldn, 1>
<t, 1>
<allow, 1>
<it, 1>
<always, 1>
<having, 1>
<a, 1>
<joke, 1>
<or, 1>
<a, 1>
<smile, 1>
<ready, 1>
<at, 1>
<the, 1>
<least, 1>
<sign, 1>
<of, 1>
<impending, 1>
<danger, 1>
<When, 1>
<Laurie, 1>
<first, 1>
<went, 1>
<to, 1>
<college, 1>
<he, 1>
<fell, 1>
<in, 1>
<love, 1>
<about, 1>
<once, 1>
<a, 1>
<month, 1>
<but, 1>
<these, 1>
<small, 1>
<flames, 1>
<were, 1>
<as, 1>
<brief, 1>
<as, 1>
<ardent, 1>
<did, 1>
<no, 1>
<damage, 1>
<and, 1>
<much, 1>
<amused, 1>
<Jo, 1>
<who, 1>
<took, 1>
<great, 1>
<interest, 1>
<in, 1>
<the, 1>
<alternations, 1>
<of, 1>
<hope, 1>
<despair, 1>
<and, 1>
<resignation, 1>
<which, 1>
<were, 1>
<confided, 1>
<to, 1>
<her, 1>
<in, 1>
<their, 1>
<weekly, 1>
<conferences, 1>
<But, 1>
<there, 1>
<came, 1>
<a, 1>
<time, 1>
<when, 1>
<Laurie, 1>
<ceased, 1>
<to, 1>
<worship, 1>
<at, 1>
<many, 1>
<shrines, 1>
<hinted, 1>
<darkly, 1>
<at, 1>
<one, 1>
<all, 1>
<absorbing, 1>
<passion, 1>
<and, 1>
<indulged, 1>
<occasionally, 1>
<in, 1>
<Byronic, 1>
<fits, 1>
<of, 1>
<gloom, 1>
<Then, 1>
<he, 1>
<avoided, 1>
<the, 1>
<tender, 1>
<subject, 1>
<altogether, 1>
<wrote, 1>
<philosophical, 1>
<notes, 1>
<to, 1>
<Jo, 1>
<turned, 1>
<studious, 1>
<and, 1>
<gave, 1>
<out, 1>
<that, 1>
<he, 1>
<was, 1>
<going, 1>
<to, 1>
<dig, 1>
<intending, 1>
<to, 1>
<graduate, 1>
<in, 1>
<a, 1>
<blaze, 1>
<of, 1>
<glory, 1>
<This, 1>
<suited, 1>
<the, 1>
<young, 1>
<lady, 1>
<better, 1>
<than, 1>
<twilight, 1>
<confidences, 1>
<tender, 1>
<pressures, 1>
<of, 1>
<the, 1>
<hand, 1>
<and, 1>
<eloquent, 1>
<glances, 1>
<of, 1>
<the, 1>
<eye, 1>
<for, 1>
<with, 1>
<Jo, 1>
<brain, 1>
<developed, 1>
<earlier, 1>
<than, 1>
<heart, 1>
<and, 1>
<she, 1>
<preferred, 1>
<imaginary, 1>
<heroes, 1>
<to, 1>
<real, 1>
<ones, 1>
<because, 1>
<when, 1>
<tired, 1>
<of, 1>
<them, 1>
<the, 1>
<former, 1>
<could, 1>
<be, 1>
<shut, 1>
<up, 1>
<in, 1>
<the, 1>
<tin, 1>
<kitchen, 1>
<till, 1>
<called, 1>
<for, 1>
<and, 1>
<the, 1>
<latter, 1>
<were, 1>
<less, 1>
<manageable, 1>
<Things, 1>
<were, 1>
<in, 1>
<this, 1>
<state, 1>
<when, 1>
<the, 1>
<grand, 1>
<discovery, 1>
<was, 1>
<made, 1>
<and, 1>
<Jo, 1>
<watched, 1>
<Laurie, 1>
<that, 1>
<night, 1>
<as, 1>
<she, 1>
<had, 1>
<never, 1>
<done, 1>
<before, 1>
<If, 1>
<she, 1>
<had, 1>
<not, 1>
<got, 1>
<the, 1>
<new, 1>
<idea, 1>
<into, 1>
<her, 1>
<head, 1>
<she, 1>
<would, 1>
<have, 1>
<seen, 1>
<nothing, 1>
<unusual, 1>
<in, 1>
<the, 1>
<fact, 1>
<that, 1>
<Beth, 1>
<was, 1>
<very, 1>
<quiet, 1>
<and, 1>
<Laurie, 1>
<very, 1>
<kind, 1>
<to, 1>
<her, 1>
<But, 1>
<having, 1>
<given, 1>
<the, 1>
<rein, 1>
<to, 1>
<her, 1>
<lively, 1>
<fancy, 1>
<it, 1>
<galloped, 1>
<away, 1>
<with, 1>
<her, 1>
<at, 1>
<a, 1>
<great, 1>
<pace, 1>
<and, 1>
<common, 1>
<sense, 1>
<being, 1>
<rather, 1>
<weakened, 1>
<by, 1>
<a, 1>
<long, 1>
<course, 1>
<of, 1>
<romance, 1>
<writing, 1>
<did, 1>
<not, 1>
<come, 1>
<to, 1>
<the, 1>
<rescue, 1>
<As, 1>
<usual, 1>
<Beth, 1>
<lay, 1>
<on, 1>
<the, 1>
<sofa, 1>
<and, 1>
<Laurie, 1>
<sat, 1>
<in, 1>
<a, 1>
<low, 1>
<chair, 1>
<close, 1>
<by, 1>
<amusing, 1>
<her, 1>
<with, 1>
<all, 1>
<sorts, 1>
<of, 1>
<gossip, 1>
<for, 1>
<she, 1>
<depended, 1>
<on, 1>
<her, 1>
<weekly, 1>
<spin, 1>
<and, 1>
<he, 1>
<never, 1>
<disappointed, 1>
<her, 1>
<But, 1>
<that, 1>
<evening, 1>
<Jo, 1>
<fancied, 1>
<that, 1>
<Beth, 1>
<s, 1>
<eyes, 1>
<rested, 1>
<on, 1>
<the, 1>
<lively, 1>
<dark, 1>
<face, 1>
<beside, 1>
<her, 1>
<with, 1>
<peculiar, 1>
<pleasure, 1>
<and, 1>
<that, 1>
<she, 1>
<listened, 1>
<with, 1>
<intense, 1>
<interest, 1>
<to, 1>
<an, 1>
<account, 1>
<of, 1>
<some, 1>
<exciting, 1>
<cricket, 1>
<match, 1>
<though, 1>
<the, 1>
<phrases, 1>
<caught, 1>
<off, 1>
<a, 1>
<tice, 1>
<stumped, 1>
<off, 1>
<his, 1>
<ground, 1>
<and, 1>
<the, 1>
<leg, 1>
<hit, 1>
<for, 1>
<three, 1>
<were, 1>
<as, 1>
<intelligible, 1>
<to, 1>
<her, 1>
<as, 1>
<Sanskrit, 1>
<She, 1>
<also, 1>
<fancied, 1>
<having, 1>
<set, 1>
<her, 1>
<heart, 1>
<upon, 1>
<seeing, 1>
<it, 1>
<that, 1>
<she, 1>
<saw, 1>
<a, 1>
<certain, 1>
<increase, 1>
<of, 1>
<gentleness, 1>
<in, 1>
<Laurie, 1>
<s, 1>
<manner, 1>
<that, 1>
<he, 1>
<dropped, 1>
<his, 1>
<voice, 1>
<now, 1>
<and, 1>
<then, 1>
<laughed, 1>
<less, 1>
<than, 1>
<usual, 1>
<was, 1>
<a, 1>
<little, 1>
<absent, 1>
<minded, 1>
<and, 1>
<settled, 1>
<the, 1>
<afghan, 1>
<over, 1>
<Beth, 1>
<s, 1>
<feet, 1>
<with, 1>
<an, 1>
<assiduity, 1>
<that, 1>
<was, 1>
<really, 1>
<almost, 1>
<tender, 1>
<Who, 1>
<knows, 1>
<Stranger, 1>
<things, 1>
<have, 1>
<happened, 1>
<thought, 1>
<Jo, 1>
<as, 1>
<she, 1>
<fussed, 1>
<about, 1>
<the, 1>
<room, 1>
<She, 1>
<will, 1>
<make, 1>
<quite, 1>
<an, 1>
<angel, 1>
<of, 1>
<him, 1>
<and, 1>
<he, 1>
<will, 1>
<make, 1>
<life, 1>
<delightfully, 1>
<easy, 1>
<and, 1>
<pleasant, 1>
<for, 1>
<the, 1>
<dear, 1>
<if, 1>
<they, 1>
<only, 1>
<love, 1>
<each, 1>
<other, 1>
<I, 1>
<don, 1>
<t, 1>
<see, 1>
<how, 1>
<he, 1>
<can, 1>
<help, 1>
<it, 1>
<and, 1>
<I, 1>
<do, 1>
<believe, 1>
<he, 1>
<would, 1>
<if, 1>
<the, 1>
<rest, 1>
<of, 1>
<us, 1>
<were, 1>
<out, 1>
<of, 1>
<the, 1>
<way, 1>
<As, 1>
<everyone, 1>
<was, 1>
<out, 1>
<of, 1>
<the, 1>
<way, 1>
<but, 1>
<herself, 1>
<Jo, 1>
<began, 1>
<to, 1>
<feel, 1>
<that, 1>
<she, 1>
<ought, 1>
<to, 1>
<dispose, 1>
<of, 1>
<herself, 1>
<with, 1>
<all, 1>
<speed, 1>
<But, 1>
<where, 1>
<should, 1>
<she, 1>
<go, 1>
<And, 1>
<burning, 1>
<to, 1>
<lay, 1>
<herself, 1>
<upon, 1>
<the, 1>
<shrine, 1>
<of, 1>
<sisterly, 1>
<devotion, 1>
<she, 1>
<sat, 1>
<down, 1>
<to, 1>
<settle, 1>
<that, 1>
<point, 1>
<Now, 1>
<the, 1>
<old, 1>
<sofa, 1>
<was, 1>
<a, 1>
<regular, 1>
<patriarch, 1>
<of, 1>
<a, 1>
<sofa, 1>
<long, 1>
<broad, 1>
<well, 1>
<cushioned, 1>
<and, 1>
<low, 1>
<a, 1>
<trifle, 1>
<shabby, 1>
<as, 1>
<well, 1>
<it, 1>
<might, 1>
<be, 1>
<for, 1>
<the, 1>
<girls, 1>
<had, 1>
<slept, 1>
<and, 1>
<sprawled, 1>
<on, 1>
<it, 1>
<as, 1>
<babies, 1>
<fished, 1>
<over, 1>
<the, 1>
<back, 1>
<rode, 1>
<on, 1>
<the, 1>
<arms, 1>
<and, 1>
<had, 1>
<menageries, 1>
<under, 1>
<it, 1>
<as, 1>
<children, 1>
<and, 1>
<rested, 1>
<tired, 1>
<heads, 1>
<dreamed, 1>
<dreams, 1>
<and, 1>
<listened, 1>
<to, 1>
<tender, 1>
<talk, 1>
<on, 1>
<it, 1>
<as, 1>
<young, 1>
<women, 1>
<They, 1>
<all, 1>
<loved, 1>
<it, 1>
<for, 1>
<it, 1>
<was, 1>
<a, 1>
<family, 1>
<refuge, 1>
<and, 1>
<one, 1>
<corner, 1>
<had, 1>
<always, 1>
<been, 1>
<Jo, 1>
<s, 1>
<favorite, 1>
<lounging, 1>
<place, 1>
<Among, 1>
<the, 1>
<many, 1>
<pillows, 1>
<that, 1>
<adorned, 1>
<the, 1>
<venerable, 1>
<couch, 1>
<was, 1>
<one, 1>
<hard, 1>
<round, 1>
<covered, 1>
<with, 1>
<prickly, 1>
<horsehair, 1>
<and, 1>
<furnished, 1>
<with, 1>
<a, 1>
<knobby, 1>
<button, 1>
<at, 1>
<each, 1>
<end, 1>
<This, 1>
<repulsive, 1>
<pillow, 1>
<was, 1>
<her, 1>
<especial, 1>
<property, 1>
<being, 1>
<used, 1>
<as, 1>
<a, 1>
<weapon, 1>
<of, 1>
<defense, 1>
<a, 1>
<barricade, 1>
<or, 1>
<a, 1>
<stern, 1>
<preventive, 1>
<of, 1>
<too, 1>
<much, 1>
<slumber, 1>
<Laurie, 1>
<knew, 1>
<this, 1>
<pillow, 1>
<well, 1>
<and, 1>
<had, 1>
<cause, 1>
<to, 1>
<regard, 1>
<it, 1>
<with, 1>
<deep, 1>
<aversion, 1>
<having, 1>
<been, 1>
<unmercifully, 1>
<pummeled, 1>
<with, 1>
<it, 1>
<in, 1>
<former, 1>
<days, 1>
<when, 1>
<romping, 1>
<was, 1>
<allowed, 1>
<and, 1>
<now, 1>
<frequently, 1>
<debarred, 1>
<by, 1>
<it, 1>
<from, 1>
<the, 1>
<seat, 1>
<he, 1>
<most, 1>
<coveted, 1>
<next, 1>
<to, 1>
<Jo, 1>
<in, 1>
<the, 1>
<sofa, 1>
<corner, 1>
<If, 1>
<the, 1>
<sausage, 1>
<as, 1>
<they, 1>
<called, 1>
<it, 1>
