<latest, 1>
<get, 1>
<into, 1>
<your, 1>
<bed, 1>
<as, 1>
<Mamma, 1>
<bids, 1>
<you, 1>
<S, 1>
<ant, 1>
<replied, 1>
<the, 1>
<young, 1>
<rebel, 1>
<helping, 1>
<himself, 1>
<to, 1>
<the, 1>
<coveted, 1>
<cakie, 1>
<and, 1>
<beginning, 1>
<to, 1>
<eat, 1>
<the, 1>
<same, 1>
<with, 1>
<calm, 1>
<audacity, 1>
<You, 1>
<must, 1>
<never, 1>
<say, 1>
<that, 1>
<to, 1>
<Papa, 1>
<I, 1>
<shall, 1>
<carry, 1>
<you, 1>
<if, 1>
<you, 1>
<don, 1>
<t, 1>
<go, 1>
<yourself, 1>
<Go, 1>
<way, 1>
<me, 1>
<don, 1>
<t, 1>
<love, 1>
<Parpar, 1>
<and, 1>
<Demi, 1>
<retired, 1>
<to, 1>
<his, 1>
<mother, 1>
<s, 1>
<skirts, 1>
<for, 1>
<protection, 1>
<But, 1>
<even, 1>
<that, 1>
<refuge, 1>
<proved, 1>
<unavailing, 1>
<for, 1>
<he, 1>
<was, 1>
<delivered, 1>
<over, 1>
<to, 1>
<the, 1>
<enemy, 1>
<with, 1>
<a, 1>
<Be, 1>
<gentle, 1>
<with, 1>
<him, 1>
<John, 1>
<which, 1>
<struck, 1>
<the, 1>
<culprit, 1>
<with, 1>
<dismay, 1>
<for, 1>
<when, 1>
<Mamma, 1>
<deserted, 1>
<him, 1>
<then, 1>
<the, 1>
<judgment, 1>
<day, 1>
<was, 1>
<at, 1>
<hand, 1>
<Bereft, 1>
<of, 1>
<his, 1>
<cake, 1>
<defrauded, 1>
<of, 1>
<his, 1>
<frolic, 1>
<and, 1>
<borne, 1>
<away, 1>
<by, 1>
<a, 1>
<strong, 1>
<hand, 1>
<to, 1>
<that, 1>
<detested, 1>
<bed, 1>
<poor, 1>
<Demi, 1>
<could, 1>
<not, 1>
<restrain, 1>
<his, 1>
<wrath, 1>
<but, 1>
<openly, 1>
<defied, 1>
<Papa, 1>
<and, 1>
<kicked, 1>
<and, 1>
<screamed, 1>
<lustily, 1>
<all, 1>
<the, 1>
<way, 1>
<upstairs, 1>
<The, 1>
<minute, 1>
<he, 1>
<was, 1>
<put, 1>
<into, 1>
<bed, 1>
<on, 1>
<one, 1>
<side, 1>
<he, 1>
<rolled, 1>
<out, 1>
<on, 1>
<the, 1>
<other, 1>
<and, 1>
<made, 1>
<for, 1>
<the, 1>
<door, 1>
<only, 1>
<to, 1>
<be, 1>
<ignominiously, 1>
<caught, 1>
<up, 1>
<by, 1>
<the, 1>
<tail, 1>
<of, 1>
<his, 1>
<little, 1>
<toga, 1>
<and, 1>
<put, 1>
<back, 1>
<again, 1>
<which, 1>
<lively, 1>
<performance, 1>
<was, 1>
<kept, 1>
<up, 1>
<till, 1>
<the, 1>
<young, 1>
<man, 1>
<s, 1>
<strength, 1>
<gave, 1>
<out, 1>
<when, 1>
<he, 1>
<devoted, 1>
<himself, 1>
<to, 1>
<roaring, 1>
<at, 1>
<the, 1>
<top, 1>
<of, 1>
<his, 1>
<voice, 1>
<This, 1>
<vocal, 1>
<exercise, 1>
<usually, 1>
<conquered, 1>
<Meg, 1>
<but, 1>
<John, 1>
<sat, 1>
<as, 1>
<unmoved, 1>
<as, 1>
<the, 1>
<post, 1>
<which, 1>
<is, 1>
<popularly, 1>
<believed, 1>
<to, 1>
<be, 1>
<deaf, 1>
<No, 1>
<coaxing, 1>
<no, 1>
<sugar, 1>
<no, 1>
<lullaby, 1>
<no, 1>
<story, 1>
<even, 1>
<the, 1>
<light, 1>
<was, 1>
<put, 1>
<out, 1>
<and, 1>
<only, 1>
<the, 1>
<red, 1>
<glow, 1>
<of, 1>
<the, 1>
<fire, 1>
<enlivened, 1>
<the, 1>
<big, 1>
<dark, 1>
<which, 1>
<Demi, 1>
<regarded, 1>
<with, 1>
<curiosity, 1>
<rather, 1>
<than, 1>
<fear, 1>
<This, 1>
<new, 1>
<order, 1>
<of, 1>
<things, 1>
<disgusted, 1>
<him, 1>
<and, 1>
<he, 1>
<howled, 1>
<dismally, 1>
<for, 1>
<Marmar, 1>
<as, 1>
<his, 1>
<angry, 1>
<passions, 1>
<subsided, 1>
<and, 1>
<recollections, 1>
<of, 1>
<his, 1>
<tender, 1>
<bondwoman, 1>
<returned, 1>
<to, 1>
<the, 1>
<captive, 1>
<autocrat, 1>
<The, 1>
<plaintive, 1>
<wail, 1>
<which, 1>
<succeeded, 1>
<the, 1>
<passionate, 1>
<roar, 1>
<went, 1>
<to, 1>
<Meg, 1>
<s, 1>
<heart, 1>
<and, 1>
<she, 1>
<ran, 1>
<up, 1>
<to, 1>
<say, 1>
<beseechingly, 1>
<Let, 1>
<me, 1>
<stay, 1>
<with, 1>
<him, 1>
<he, 1>
<ll, 1>
<be, 1>
<good, 1>
<now, 1>
<John, 1>
<No, 1>
<my, 1>
<dear, 1>
<I, 1>
<ve, 1>
<told, 1>
<him, 1>
<he, 1>
<must, 1>
<go, 1>
<to, 1>
<sleep, 1>
<as, 1>
<you, 1>
<bid, 1>
<him, 1>
<and, 1>
<he, 1>
<must, 1>
<if, 1>
<I, 1>
<stay, 1>
<here, 1>
<all, 1>
<night, 1>
<But, 1>
<he, 1>
<ll, 1>
<cry, 1>
<himself, 1>
<sick, 1>
<pleaded, 1>
<Meg, 1>
<reproaching, 1>
<herself, 1>
<for, 1>
<deserting, 1>
<her, 1>
<boy, 1>
<No, 1>
<he, 1>
<won, 1>
<t, 1>
<he, 1>
<s, 1>
<so, 1>
<tired, 1>
<he, 1>
<will, 1>
<soon, 1>
<drop, 1>
<off, 1>
<and, 1>
<then, 1>
<the, 1>
<matter, 1>
<is, 1>
<settled, 1>
<for, 1>
<he, 1>
<will, 1>
<understand, 1>
<that, 1>
<he, 1>
<has, 1>
<got, 1>
<to, 1>
<mind, 1>
<Don, 1>
<t, 1>
<interfere, 1>
<I, 1>
<ll, 1>
<manage, 1>
<him, 1>
<He, 1>
<s, 1>
<my, 1>
<child, 1>
<and, 1>
<I, 1>
<can, 1>
<t, 1>
<have, 1>
<his, 1>
<spirit, 1>
<broken, 1>
<by, 1>
<harshness, 1>
<He, 1>
<s, 1>
<my, 1>
<child, 1>
<and, 1>
<I, 1>
<won, 1>
<t, 1>
<have, 1>
<his, 1>
<temper, 1>
<spoiled, 1>
<by, 1>
<indulgence, 1>
<Go, 1>
<down, 1>
<my, 1>
<dear, 1>
<and, 1>
<leave, 1>
<the, 1>
<boy, 1>
<to, 1>
<me, 1>
<When, 1>
<John, 1>
<spoke, 1>
<in, 1>
<that, 1>
<masterful, 1>
<tone, 1>
<Meg, 1>
<always, 1>
<obeyed, 1>
<and, 1>
<never, 1>
<regretted, 1>
<her, 1>
<docility, 1>
<Please, 1>
<let, 1>
<me, 1>
<kiss, 1>
<him, 1>
<once, 1>
<John, 1>
<Certainly, 1>
<Demi, 1>
<say, 1>
<good, 1>
<night, 1>
<to, 1>
<Mamma, 1>
<and, 1>
<let, 1>
<her, 1>
<go, 1>
<and, 1>
<rest, 1>
<for, 1>
<she, 1>
<is, 1>
<very, 1>
<tired, 1>
<with, 1>
<taking, 1>
<care, 1>
<of, 1>
<you, 1>
<all, 1>
<day, 1>
<Meg, 1>
<always, 1>
<insisted, 1>
<upon, 1>
<it, 1>
<that, 1>
<the, 1>
<kiss, 1>
<won, 1>
<the, 1>
<victory, 1>
<for, 1>
<after, 1>
<it, 1>
<was, 1>
<given, 1>
<Demi, 1>
<sobbed, 1>
<more, 1>
<quietly, 1>
<and, 1>
<lay, 1>
<quite, 1>
<still, 1>
<at, 1>
<the, 1>
<bottom, 1>
<of, 1>
<the, 1>
<bed, 1>
<whither, 1>
<he, 1>
<had, 1>
<wriggled, 1>
<in, 1>
<his, 1>
<anguish, 1>
<of, 1>
<mind, 1>
<Poor, 1>
<little, 1>
<man, 1>
<he, 1>
<s, 1>
<worn, 1>
<out, 1>
<with, 1>
<sleep, 1>
<and, 1>
<crying, 1>
<I, 1>
<ll, 1>
<cover, 1>
<him, 1>
<up, 1>
<and, 1>
<then, 1>
<go, 1>
<and, 1>
<set, 1>
<Meg, 1>
<s, 1>
<heart, 1>
<at, 1>
<rest, 1>
<thought, 1>
<John, 1>
<creeping, 1>
<to, 1>
<the, 1>
<bedside, 1>
<hoping, 1>
<to, 1>
<find, 1>
<his, 1>
<rebellious, 1>
<heir, 1>
<asleep, 1>
<But, 1>
<he, 1>
<wasn, 1>
<t, 1>
<for, 1>
<the, 1>
<moment, 1>
<his, 1>
<father, 1>
<peeped, 1>
<at, 1>
<him, 1>
<Demi, 1>
<s, 1>
<eyes, 1>
<opened, 1>
<his, 1>
<little, 1>
<chin, 1>
<began, 1>
<to, 1>
<quiver, 1>
<and, 1>
<he, 1>
<put, 1>
<up, 1>
<his, 1>
<arms, 1>
<saying, 1>
<with, 1>
<a, 1>
<penitent, 1>
<hiccough, 1>
<Me, 1>
<s, 1>
<dood, 1>
<now, 1>
<Sitting, 1>
<on, 1>
<the, 1>
<stairs, 1>
<outside, 1>
<Meg, 1>
<wondered, 1>
<at, 1>
<the, 1>
<long, 1>
<silence, 1>
<which, 1>
<followed, 1>
<the, 1>
<uproar, 1>
<and, 1>
<after, 1>
<imagining, 1>
<all, 1>
<sorts, 1>
<of, 1>
<impossible, 1>
<accidents, 1>
<she, 1>
<slipped, 1>
<into, 1>
<the, 1>
<room, 1>
<to, 1>
<set, 1>
<her, 1>
<fears, 1>
<at, 1>
<rest, 1>
<Demi, 1>
<lay, 1>
<fast, 1>
<asleep, 1>
<not, 1>
<in, 1>
<his, 1>
<usual, 1>
<spreadeagle, 1>
<attitude, 1>
<but, 1>
<in, 1>
<a, 1>
<subdued, 1>
<bunch, 1>
<cuddled, 1>
<close, 1>
<in, 1>
<the, 1>
<circle, 1>
<of, 1>
<his, 1>
<father, 1>
<s, 1>
<arm, 1>
<and, 1>
<holding, 1>
<his, 1>
<father, 1>
<s, 1>
<finger, 1>
<as, 1>
<if, 1>
<he, 1>
<felt, 1>
<that, 1>
<justice, 1>
<was, 1>
<tempered, 1>
<with, 1>
<mercy, 1>
<and, 1>
<had, 1>
<gone, 1>
<to, 1>
<sleep, 1>
<a, 1>
<sadder, 1>
<and, 1>
<wiser, 1>
<baby, 1>
<So, 1>
<held, 1>
<John, 1>
<had, 1>
<waited, 1>
<with, 1>
<a, 1>
<womanly, 1>
<patience, 1>
<till, 1>
<the, 1>
<little, 1>
<hand, 1>
<relaxed, 1>
<its, 1>
<hold, 1>
<and, 1>
<while, 1>
<waiting, 1>
<had, 1>
<fallen, 1>
<asleep, 1>
<more, 1>
<tired, 1>
<by, 1>
<that, 1>
<tussle, 1>
<with, 1>
<his, 1>
<son, 1>
<than, 1>
<with, 1>
<his, 1>
<whole, 1>
<day, 1>
<s, 1>
<work, 1>
<As, 1>
<Meg, 1>
<stood, 1>
<watching, 1>
<the, 1>
<two, 1>
<faces, 1>
<on, 1>
<the, 1>
<pillow, 1>
<she, 1>
<smiled, 1>
<to, 1>
<herself, 1>
<and, 1>
<then, 1>
<slipped, 1>
<away, 1>
<again, 1>
<saying, 1>
<in, 1>
<a, 1>
<satisfied, 1>
<tone, 1>
<I, 1>
<never, 1>
<need, 1>
<fear, 1>
<that, 1>
<John, 1>
<will, 1>
<be, 1>
<too, 1>
<harsh, 1>
<with, 1>
<my, 1>
<babies, 1>
<He, 1>
<does, 1>
<know, 1>
<how, 1>
<to, 1>
<manage, 1>
<them, 1>
<and, 1>
<will, 1>
<be, 1>
<a, 1>
<great, 1>
<help, 1>
<for, 1>
<Demi, 1>
<is, 1>
<getting, 1>
<too, 1>
<much, 1>
<for, 1>
<me, 1>
<When, 1>
<John, 1>
<came, 1>
<down, 1>
<at, 1>
<last, 1>
<expecting, 1>
<to, 1>
<find, 1>
<a, 1>
<pensive, 1>
<or, 1>
<reproachful, 1>
<wife, 1>
<he, 1>
<was, 1>
<agreeably, 1>
<surprised, 1>
<to, 1>
<find, 1>
<Meg, 1>
<placidly, 1>
<trimming, 1>
<a, 1>
<bonnet, 1>
<and, 1>
<to, 1>
<be, 1>
<greeted, 1>
<with, 1>
<the, 1>
<request, 1>
<to, 1>
<read, 1>
<something, 1>
<about, 1>
<the, 1>
<election, 1>
<if, 1>
<he, 1>
<was, 1>
<not, 1>
<too, 1>
<tired, 1>
<John, 1>
<saw, 1>
<in, 1>
<a, 1>
<minute, 1>
<that, 1>
<a, 1>
<revolution, 1>
<of, 1>
<some, 1>
<kind, 1>
<was, 1>
<going, 1>
<on, 1>
<but, 1>
<wisely, 1>
<asked, 1>
<no, 1>
<questions, 1>
<knowing, 1>
<that, 1>
<Meg, 1>
<was, 1>
<such, 1>
<a, 1>
<transparent, 1>
<little, 1>
<person, 1>
<she, 1>
<couldn, 1>
<t, 1>
<keep, 1>
<a, 1>
<secret, 1>
<to, 1>
<save, 1>
<her, 1>
<life, 1>
<and, 1>
<therefore, 1>
<the, 1>
<clue, 1>
<would, 1>
<soon, 1>
<appear, 1>
<He, 1>
<read, 1>
<a, 1>
<long, 1>
<debate, 1>
<with, 1>
<the, 1>
<most, 1>
<amiable, 1>
<readiness, 1>
<and, 1>
<then, 1>
<explained, 1>
<it, 1>
<in, 1>
<his, 1>
<most, 1>
<lucid, 1>
<manner, 1>
<while, 1>
<Meg, 1>
<tried, 1>
<to, 1>
<look, 1>
<deeply, 1>
<interested, 1>
<to, 1>
<ask, 1>
<intelligent, 1>
<questions, 1>
<and, 1>
<keep, 1>
<her, 1>
<thoughts, 1>
<from, 1>
<wandering, 1>
<from, 1>
<the, 1>
<state, 1>
<of, 1>
<the, 1>
<nation, 1>
<to, 1>
<the, 1>
<state, 1>
<of, 1>
<her, 1>
<bonnet, 1>
<In, 1>
<her, 1>
<secret, 1>
<soul, 1>
<however, 1>
<she, 1>
<decided, 1>
<that, 1>
<politics, 1>
<were, 1>
<as, 1>
<bad, 1>
<as, 1>
<mathematics, 1>
<and, 1>
<that, 1>
<the, 1>
<mission, 1>
<of, 1>
<politicians, 1>
<seemed, 1>
<to, 1>
<be, 1>
<calling, 1>
<each, 1>
<other, 1>
<names, 1>
<but, 1>
<she, 1>
<kept, 1>
<these, 1>
<feminine, 1>
<ideas, 1>
<to, 1>
<herself, 1>
<and, 1>
<when, 1>
<John, 1>
<paused, 1>
<shook, 1>
<her, 1>
<head, 1>
<and, 1>
<said, 1>
<with, 1>
<what, 1>
<she, 1>
<thought, 1>
<diplomatic, 1>
<ambiguity, 1>
<Well, 1>
<I, 1>
<really, 1>
<don, 1>
<t, 1>
<see, 1>
<what, 1>
<we, 1>
<are, 1>
<coming, 1>
<to, 1>
<John, 1>
<laughed, 1>
<and, 1>
<watched, 1>
<her, 1>
<for, 1>
<a, 1>
<minute, 1>
<as, 1>
<she, 1>
<poised, 1>
<a, 1>
<pretty, 1>
<little, 1>
<preparation, 1>
<of, 1>
<lace, 1>
<and, 1>
<flowers, 1>
<on, 1>
<her, 1>
<hand, 1>
<and, 1>
<regarded, 1>
<it, 1>
<with, 1>
<the, 1>
<genuine, 1>
<interest, 1>
<which, 1>
<his, 1>
<harangue, 1>
<had, 1>
<failed, 1>
<to, 1>
<waken, 1>
<She, 1>
<is, 1>
<trying, 1>
<to, 1>
<like, 1>
<politics, 1>
<for, 1>
<my, 1>
<sake, 1>
<so, 1>
<I, 1>
<ll, 1>
<try, 1>
<and, 1>
<like, 1>
<millinery, 1>
<for, 1>
<hers, 1>
<that, 1>
<s, 1>
<only, 1>
<fair, 1>
<thought, 1>
<John, 1>
<the, 1>
<Just, 1>
<adding, 1>
<aloud, 1>
<That, 1>
<s, 1>
<very, 1>
<pretty, 1>
<Is, 1>
<it, 1>
<what, 1>
<you, 1>
<call, 1>
<a, 1>
<breakfast, 1>
<cap, 1>
<My, 1>
<dear, 1>
<man, 1>
<it, 1>
<s, 1>
<a, 1>
<bonnet, 1>
<My, 1>
<very, 1>
<best, 1>
<go, 1>
<to, 1>
<concert, 1>
<and, 1>
<theater, 1>
<bonnet, 1>
<I, 1>
<beg, 1>
<your, 1>
<pardon, 1>
<it, 1>
<was, 1>
<so, 1>
<small, 1>
<I, 1>
<naturally, 1>
<mistook, 1>
<it, 1>
<for, 1>
<one, 1>
<of, 1>
<the, 1>
<flyaway, 1>
<things, 1>
<you, 1>
<sometimes, 1>
<wear, 1>
<How, 1>
<do, 1>
<you, 1>
<keep, 1>
<it, 1>
<on, 1>
<These, 1>
<bits, 1>
<of, 1>
<lace, 1>
<are, 1>
<fastened, 1>
<under, 1>
<the, 1>
<chin, 1>
<with, 1>
<a, 1>
<rosebud, 1>
<so, 1>
<and, 1>
<Meg, 1>
<illustrated, 1>
<by, 1>
<putting, 1>
<on, 1>
<the, 1>
<bonnet, 1>
<and, 1>
<regarding, 1>
<him, 1>
<with, 1>
<an, 1>
<air, 1>
<of, 1>
<calm, 1>
<satisfaction, 1>
<that, 1>
<was, 1>
<irresistible, 1>
<It, 1>
<s, 1>
<a, 1>
<love, 1>
<of, 1>
<a, 1>
<bonnet, 1>
<but, 1>
<I, 1>
<prefer, 1>
<the, 1>
<face, 1>
<inside, 1>
<for, 1>
<it, 1>
<looks, 1>
<young, 1>
<and, 1>
<happy, 1>
<again, 1>
<and, 1>
<John, 1>
<kissed, 1>
<the, 1>
<smiling, 1>
<face, 1>
<to, 1>
<the, 1>
<great, 1>
<detriment, 1>
<of, 1>
<the, 1>
<rosebud, 1>
<under, 1>
<the, 1>
<chin, 1>
<I, 1>
<m, 1>
<glad, 1>
<you, 1>
<like, 1>
<it, 1>
<for, 1>
<I, 1>
<want, 1>
<you, 1>
<to, 1>
<take, 1>
<me, 1>
<to, 1>
<one, 1>
<of, 1>
<the, 1>
<new, 1>
<concerts, 1>
<some, 1>
<night, 1>
<I, 1>
<really, 1>
<need, 1>
<some, 1>
<music, 1>
<to, 1>
<put, 1>
<me, 1>
<in, 1>
<tune, 1>
<Will, 1>
<you, 1>
<please, 1>
<Of, 1>
<course, 1>
<I, 1>
<will, 1>
<with, 1>
<all, 1>
<my, 1>
<heart, 1>
<or, 1>
<anywhere, 1>
<else, 1>
<you, 1>
<like, 1>
<You, 1>
<have, 1>
<been, 1>
<shut, 1>
<up, 1>
<so, 1>
<long, 1>
<it, 1>
<will, 1>
<do, 1>
<you, 1>
<no, 1>
<end, 1>
<of, 1>
<good, 1>
<and, 1>
<I, 1>
<shall, 1>
<enjoy, 1>
<it, 1>
<of, 1>
<all, 1>
<things, 1>
<What, 1>
<put, 1>
<it, 1>
<into, 1>
<your, 1>
<head, 1>
<little, 1>
<mother, 1>
<Well, 1>
<I, 1>
<had, 1>
<a, 1>
<talk, 1>
<with, 1>
<Marmee, 1>
<the, 1>
<other, 1>
<day, 1>
<and, 1>
<told, 1>
<her, 1>
<how, 1>
<nervous, 1>
<and, 1>
<cross, 1>
<and, 1>
<out, 1>
<of, 1>
<sorts, 1>
<I, 1>
<felt, 1>
<and, 1>
<she, 1>
<said, 1>
<I, 1>
<needed, 1>
<change, 1>
<and, 1>
<less, 1>
<care, 1>
<so, 1>
<Hannah, 1>
<is, 1>
<to, 1>
<help, 1>
<me, 1>
<with, 1>
<the, 1>
<children, 1>
<and, 1>
<I, 1>
<m, 1>
<to, 1>
<see, 1>
<to, 1>
<things, 1>
<about, 1>
<the, 1>
<house, 1>
<more, 1>
<and, 1>
<now, 1>
<and, 1>
<then, 1>
<have, 1>
<a, 1>
<little, 1>
<fun, 1>
<just, 1>
<to, 1>
<keep, 1>
<me, 1>
<from, 1>
<getting, 1>
<to, 1>
<be, 1>
<a, 1>
<fidgety, 1>
<broken, 1>
<down, 1>
<old, 1>
<woman, 1>
<before, 1>
<my, 1>
<time, 1>
<It, 1>
<s, 1>
<only, 1>
<an, 1>
<experiment, 1>
<John, 1>
<and, 1>
<I, 1>
<want, 1>
<to, 1>
<try, 1>
<it, 1>
<for, 1>
<your, 1>
<sake, 1>
<as, 1>
<much, 1>
<as, 1>
<for, 1>
<mine, 1>
<because, 1>
<I, 1>
<ve, 1>
<neglected, 1>
<you, 1>
<shamefully, 1>
<lately, 1>
<and, 1>
<I, 1>
<m, 1>
<going, 1>
<to, 1>
<make, 1>
<home, 1>
<what, 1>
<it, 1>
<used, 1>
<to, 1>
<be, 1>
<if, 1>
<I, 1>
<can, 1>
<You, 1>
<don, 1>
<t, 1>
<object, 1>
<I, 1>
<hope, 1>
<Never, 1>
<mind, 1>
<what, 1>
<John, 1>
<said, 1>
<or, 1>
<what, 1>
<a, 1>
<very, 1>
<narrow, 1>
<escape, 1>
<the, 1>
<little, 1>
<bonnet, 1>
<had, 1>
<from, 1>
<utter, 1>
<ruin, 1>
<All, 1>
<that, 1>
<we, 1>
<have, 1>
<any, 1>
<business, 1>
<to, 1>
<know, 1>
<is, 1>
<that, 1>
<John, 1>
<did, 1>
<not, 1>
<appear, 1>
<to, 1>
<object, 1>
<judging, 1>
<from, 1>
<the, 1>
<changes, 1>
<which, 1>
<gradually, 1>
<took, 1>
<place, 1>
<in, 1>
<the, 1>
<house, 1>
<and, 1>
<its, 1>
<inmates, 1>
<It, 1>
<was, 1>
<not, 1>
<all, 1>
<Paradise, 1>
<by, 1>
<any, 1>
<means, 1>
<but, 1>
<everyone, 1>
<was, 1>
<better, 1>
<for, 1>
<the, 1>
<division, 1>
<of, 1>
<labor, 1>
<system, 1>
<The, 1>
<children, 1>
<throve, 1>
<under, 1>
<the, 1>
<paternal, 1>
<rule, 1>
<for, 1>
<accurate, 1>
<steadfast, 1>
<John, 1>
<brought, 1>
<order, 1>
<and, 1>
<obedience, 1>
<into, 1>
<Babydom, 1>
<while, 1>
<Meg, 1>
<recovered, 1>
<her, 1>
<spirits, 1>
<and, 1>
<composed, 1>
<her, 1>
<nerves, 1>
<by, 1>
<plenty, 1>
<of, 1>
<wholesome, 1>
<exercise, 1>
<a, 1>
<little, 1>
<pleasure, 1>
<and, 1>
<much, 1>
<confidential, 1>
<conversation, 1>
<with, 1>
<her, 1>
<sensible, 1>
<husband, 1>
<Home, 1>
<grew, 1>
<homelike, 1>
<again, 1>
<and, 1>
<John, 1>
<had, 1>
<no, 1>
<wish, 1>
<to, 1>
<leave, 1>
<it, 1>
<unless, 1>
<he, 1>
<took, 1>
<Meg, 1>
<with, 1>
<him, 1>
<The, 1>
<Scotts, 1>
<came, 1>
<to, 1>
<the, 1>
<Brookes, 1>
<now, 1>
<and, 1>
<everyone, 1>
<found, 1>
<the, 1>
<little, 1>
<house, 1>
<a, 1>
<cheerful, 1>
<place, 1>
<full, 1>
<of, 1>
<happiness, 1>
<content, 1>
<and, 1>
<family, 1>
<love, 1>
<Even, 1>
<Sallie, 1>
<Moffatt, 1>
<liked, 1>
<to, 1>
<go, 1>
<there, 1>
<It, 1>
<is, 1>
<always, 1>
<so, 1>
<quiet, 1>
<and, 1>
<pleasant, 1>
<here, 1>
<it, 1>
<does, 1>
<me, 1>
<good, 1>
<Meg, 1>
<she, 1>
<used, 1>
<to, 1>
<say, 1>
<looking, 1>
<about, 1>
<her, 1>
<with, 1>
<wistful, 1>
<eyes, 1>
<as, 1>
<if, 1>
<trying, 1>
<to, 1>
<discover, 1>
<the, 1>
<charm, 1>
<that, 1>
<she, 1>
<might, 1>
<use, 1>
<it, 1>
<in, 1>
<her, 1>
<great, 1>
<house, 1>
<full, 1>
<of, 1>
<splendid, 1>
<loneliness, 1>
<for, 1>
<there, 1>
<were, 1>
<no, 1>
<riotous, 1>
<sunny, 1>
<faced, 1>
<babies, 1>
<there, 1>
<and, 1>
<Ned, 1>
<lived, 1>
<in, 1>
<a, 1>
<world, 1>
<of, 1>
<his, 1>
<own, 1>
<where, 1>
<there, 1>
<was, 1>
<no, 1>
<place, 1>
<for, 1>
<her, 1>
<This, 1>
<household, 1>
<happiness, 1>
<did, 1>
<not, 1>
<come, 1>
<all, 1>
<at, 1>
<once, 1>
<but, 1>
<John, 1>
<and, 1>
<Meg, 1>
<had, 1>
<found, 1>
<the, 1>
<key, 1>
<to, 1>
<it, 1>
<and, 1>
<each, 1>
<year, 1>
<of, 1>
<married, 1>
<life, 1>
<taught, 1>
<them, 1>
<how, 1>
<to, 1>
<use, 1>
<it, 1>
<unlocking, 1>
<the, 1>
<treasuries, 1>
<of, 1>
<real, 1>
<home, 1>
<love, 1>
<and, 1>
<mutual, 1>
<helpfulness, 1>
<which, 1>
<the, 1>
<poorest, 1>
<may, 1>
<possess, 1>
<and, 1>
<the, 1>
<richest, 1>
<cannot, 1>
<buy, 1>
<This, 1>
<is, 1>
<the, 1>
<sort, 1>
<of, 1>
<shelf, 1>
<on, 1>
<which, 1>
<young, 1>
<wives, 1>
<and, 1>
<mothers, 1>
<may, 1>
<consent, 1>
<to, 1>
<be, 1>
<laid, 1>
<safe, 1>
<from, 1>
<the, 1>
<restless, 1>
<fret, 1>
<and, 1>
<fever, 1>
<of, 1>
<the, 1>
<world, 1>
<finding, 1>
<loyal, 1>
<lovers, 1>
<in, 1>
<the, 1>
<little, 1>
<sons, 1>
<and, 1>
<daughters, 1>
<who, 1>
<cling, 1>
<to, 1>
<them, 1>
<undaunted, 1>
<by, 1>
<sorrow, 1>
<poverty, 1>
<or, 1>
<age, 1>
<walking, 1>
<side, 1>
<by, 1>
<side, 1>
<through, 1>
<fair, 1>
<and, 1>
<stormy, 1>
<weather, 1>
<with, 1>
<a, 1>
<faithful, 1>
<friend, 1>
<who, 1>
<is, 1>
<in, 1>
<the, 1>
<true, 1>
<sense, 1>
<of, 1>
<the, 1>
<good, 1>
<old, 1>
<Saxon, 1>
<word, 1>
<the, 1>
<house, 1>
<band, 1>
<and, 1>
<learning, 1>
<as, 1>
<Meg, 1>
<learned, 1>
<that, 1>
<a, 1>
<woman, 1>
<s, 1>
<happiest, 1>
<kingdom, 1>
<is, 1>
<home, 1>
<her, 1>
<highest, 1>
<honor, 1>
<the, 1>
<art, 1>
<of, 1>
<ruling, 1>
<it, 1>
<not, 1>
<as, 1>
<a, 1>
<queen, 1>
<but, 1>
<as, 1>
<a, 1>
<wise, 1>
<wife, 1>
<and, 1>
<mother, 1>
<CHAPTER, 1>
<THIRTY, 1>
<NINE, 1>
<LAZY, 1>
<LAURENCE, 1>
<Laurie, 1>
<went, 1>
<to, 1>
<Nice, 1>
<intending, 1>
<to, 1>
<stay, 1>
<a, 1>
<week, 1>
<and, 1>
<remained, 1>
<a, 1>
<month, 1>
<He, 1>
<was, 1>
<tired, 1>
<of, 1>
<wandering, 1>
<about, 1>
<alone, 1>
<and, 1>
<Amy, 1>
<s, 1>
<familiar, 1>
<presence, 1>
<seemed, 1>
<to, 1>
<give, 1>
<a, 1>
<homelike, 1>
<charm, 1>
<to, 1>
<the, 1>
<foreign, 1>
<scenes, 1>
<in, 1>
<which, 1>
<she, 1>
<bore, 1>
<a, 1>
<part, 1>
<He, 1>
<rather, 1>
<missed, 1>
<the, 1>
<petting, 1>
<he, 1>
<used, 1>
<to, 1>
<receive, 1>
<and, 1>
<enjoyed, 1>
<a, 1>
<taste, 1>
<of, 1>
<it, 1>
<again, 1>
<for, 1>
<no, 1>
<attentions, 1>
<however, 1>
<flattering, 1>
<from, 1>
<strangers, 1>
<were, 1>
<half, 1>
<so, 1>
<pleasant, 1>
<as, 1>
<the, 1>
<sisterly, 1>
<adoration, 1>
<of, 1>
<the, 1>
<girls, 1>
<at, 1>
<home, 1>
<Amy, 1>
<never, 1>
<would, 1>
<pet, 1>
<him, 1>
<like, 1>
<the, 1>
<others, 1>
<but, 1>
<she, 1>
<was, 1>
<very, 1>
<glad, 1>
<to, 1>
<see, 1>
<him, 1>
<now, 1>
<and, 1>
<quite, 1>
<clung, 1>
<to, 1>
<him, 1>
<feeling, 1>
<that, 1>
<he, 1>
