<nd, 1>
<valley, 1>
<which, 1>
<her, 1>
<John, 1>
<liked, 1>
<best, 1>
<of, 1>
<all, 1>
<the, 1>
<flowers, 1>
<that, 1>
<grew, 1>
<You, 1>
<do, 1>
<look, 1>
<just, 1>
<like, 1>
<our, 1>
<own, 1>
<dear, 1>
<Meg, 1>
<only, 1>
<so, 1>
<very, 1>
<sweet, 1>
<and, 1>
<lovely, 1>
<that, 1>
<I, 1>
<should, 1>
<hug, 1>
<you, 1>
<if, 1>
<it, 1>
<wouldn, 1>
<t, 1>
<crumple, 1>
<your, 1>
<dress, 1>
<cried, 1>
<Amy, 1>
<surveying, 1>
<her, 1>
<with, 1>
<delight, 1>
<when, 1>
<all, 1>
<was, 1>
<done, 1>
<Then, 1>
<I, 1>
<am, 1>
<satisfied, 1>
<But, 1>
<please, 1>
<hug, 1>
<and, 1>
<kiss, 1>
<me, 1>
<everyone, 1>
<and, 1>
<don, 1>
<t, 1>
<mind, 1>
<my, 1>
<dress, 1>
<I, 1>
<want, 1>
<a, 1>
<great, 1>
<many, 1>
<crumples, 1>
<of, 1>
<this, 1>
<sort, 1>
<put, 1>
<into, 1>
<it, 1>
<today, 1>
<and, 1>
<Meg, 1>
<opened, 1>
<her, 1>
<arms, 1>
<to, 1>
<her, 1>
<sisters, 1>
<who, 1>
<clung, 1>
<about, 1>
<her, 1>
<with, 1>
<April, 1>
<faces, 1>
<for, 1>
<a, 1>
<minute, 1>
<feeling, 1>
<that, 1>
<the, 1>
<new, 1>
<love, 1>
<had, 1>
<not, 1>
<changed, 1>
<the, 1>
<old, 1>
<Now, 1>
<I, 1>
<m, 1>
<going, 1>
<to, 1>
<tie, 1>
<John, 1>
<s, 1>
<cravat, 1>
<for, 1>
<him, 1>
<and, 1>
<then, 1>
<to, 1>
<stay, 1>
<a, 1>
<few, 1>
<minutes, 1>
<with, 1>
<Father, 1>
<quietly, 1>
<in, 1>
<the, 1>
<study, 1>
<and, 1>
<Meg, 1>
<ran, 1>
<down, 1>
<to, 1>
<perform, 1>
<these, 1>
<little, 1>
<ceremonies, 1>
<and, 1>
<then, 1>
<to, 1>
<follow, 1>
<her, 1>
<mother, 1>
<wherever, 1>
<she, 1>
<went, 1>
<conscious, 1>
<that, 1>
<in, 1>
<spite, 1>
<of, 1>
<the, 1>
<smiles, 1>
<on, 1>
<the, 1>
<motherly, 1>
<face, 1>
<there, 1>
<was, 1>
<a, 1>
<secret, 1>
<sorrow, 1>
<hid, 1>
<in, 1>
<the, 1>
<motherly, 1>
<heart, 1>
<at, 1>
<the, 1>
<flight, 1>
<of, 1>
<the, 1>
<first, 1>
<bird, 1>
<from, 1>
<the, 1>
<nest, 1>
<As, 1>
<the, 1>
<younger, 1>
<girls, 1>
<stand, 1>
<together, 1>
<giving, 1>
<the, 1>
<last, 1>
<touches, 1>
<to, 1>
<their, 1>
<simple, 1>
<toilet, 1>
<it, 1>
<may, 1>
<be, 1>
<a, 1>
<good, 1>
<time, 1>
<to, 1>
<tell, 1>
<of, 1>
<a, 1>
<few, 1>
<changes, 1>
<which, 1>
<three, 1>
<years, 1>
<have, 1>
<wrought, 1>
<in, 1>
<their, 1>
<appearance, 1>
<for, 1>
<all, 1>
<are, 1>
<looking, 1>
<their, 1>
<best, 1>
<just, 1>
<now, 1>
<Jo, 1>
<s, 1>
<angles, 1>
<are, 1>
<much, 1>
<softened, 1>
<she, 1>
<has, 1>
<learned, 1>
<to, 1>
<carry, 1>
<herself, 1>
<with, 1>
<ease, 1>
<if, 1>
<not, 1>
<grace, 1>
<The, 1>
<curly, 1>
<crop, 1>
<has, 1>
<lengthened, 1>
<into, 1>
<a, 1>
<thick, 1>
<coil, 1>
<more, 1>
<becoming, 1>
<to, 1>
<the, 1>
<small, 1>
<head, 1>
<atop, 1>
<of, 1>
<the, 1>
<tall, 1>
<figure, 1>
<There, 1>
<is, 1>
<a, 1>
<fresh, 1>
<color, 1>
<in, 1>
<her, 1>
<brown, 1>
<cheeks, 1>
<a, 1>
<soft, 1>
<shine, 1>
<in, 1>
<her, 1>
<eyes, 1>
<and, 1>
<only, 1>
<gentle, 1>
<words, 1>
<fall, 1>
<from, 1>
<her, 1>
<sharp, 1>
<tongue, 1>
<today, 1>
<Beth, 1>
<has, 1>
<grown, 1>
<slender, 1>
<pale, 1>
<and, 1>
<more, 1>
<quiet, 1>
<than, 1>
<ever, 1>
<The, 1>
<beautiful, 1>
<kind, 1>
<eyes, 1>
<are, 1>
<larger, 1>
<and, 1>
<in, 1>
<them, 1>
<lies, 1>
<an, 1>
<expression, 1>
<that, 1>
<saddens, 1>
<one, 1>
<although, 1>
<it, 1>
<is, 1>
<not, 1>
<sad, 1>
<itself, 1>
<It, 1>
<is, 1>
<the, 1>
<shadow, 1>
<of, 1>
<pain, 1>
<which, 1>
<touches, 1>
<the, 1>
<young, 1>
<face, 1>
<with, 1>
<such, 1>
<pathetic, 1>
<patience, 1>
<but, 1>
<Beth, 1>
<seldom, 1>
<complains, 1>
<and, 1>
<always, 1>
<speaks, 1>
<hopefully, 1>
<of, 1>
<being, 1>
<better, 1>
<soon, 1>
<Amy, 1>
<is, 1>
<with, 1>
<truth, 1>
<considered, 1>
<the, 1>
<flower, 1>
<of, 1>
<the, 1>
<family, 1>
<for, 1>
<at, 1>
<sixteen, 1>
<she, 1>
<has, 1>
<the, 1>
<air, 1>
<and, 1>
<bearing, 1>
<of, 1>
<a, 1>
<full, 1>
<grown, 1>
<woman, 1>
<not, 1>
<beautiful, 1>
<but, 1>
<possessed, 1>
<of, 1>
<that, 1>
<indescribable, 1>
<charm, 1>
<called, 1>
<grace, 1>
<One, 1>
<saw, 1>
<it, 1>
<in, 1>
<the, 1>
<lines, 1>
<of, 1>
<her, 1>
<figure, 1>
<the, 1>
<make, 1>
<and, 1>
<motion, 1>
<of, 1>
<her, 1>
<hands, 1>
<the, 1>
<flow, 1>
<of, 1>
<her, 1>
<dress, 1>
<the, 1>
<droop, 1>
<of, 1>
<her, 1>
<hair, 1>
<unconscious, 1>
<yet, 1>
<harmonious, 1>
<and, 1>
<as, 1>
<attractive, 1>
<to, 1>
<many, 1>
<as, 1>
<beauty, 1>
<itself, 1>
<Amy, 1>
<s, 1>
<nose, 1>
<still, 1>
<afflicted, 1>
<her, 1>
<for, 1>
<it, 1>
<never, 1>
<would, 1>
<grow, 1>
<Grecian, 1>
<so, 1>
<did, 1>
<her, 1>
<mouth, 1>
<being, 1>
<too, 1>
<wide, 1>
<and, 1>
<having, 1>
<a, 1>
<decided, 1>
<chin, 1>
<These, 1>
<offending, 1>
<features, 1>
<gave, 1>
<character, 1>
<to, 1>
<her, 1>
<whole, 1>
<face, 1>
<but, 1>
<she, 1>
<never, 1>
<could, 1>
<see, 1>
<it, 1>
<and, 1>
<consoled, 1>
<herself, 1>
<with, 1>
<her, 1>
<wonderfully, 1>
<fair, 1>
<complexion, 1>
<keen, 1>
<blue, 1>
<eyes, 1>
<and, 1>
<curls, 1>
<more, 1>
<golden, 1>
<and, 1>
<abundant, 1>
<than, 1>
<ever, 1>
<All, 1>
<three, 1>
<wore, 1>
<suits, 1>
<of, 1>
<thin, 1>
<silver, 1>
<gray, 1>
<their, 1>
<best, 1>
<gowns, 1>
<for, 1>
<the, 1>
<summer, 1>
<with, 1>
<blush, 1>
<roses, 1>
<in, 1>
<hair, 1>
<and, 1>
<bosom, 1>
<and, 1>
<all, 1>
<three, 1>
<looked, 1>
<just, 1>
<what, 1>
<they, 1>
<were, 1>
<fresh, 1>
<faced, 1>
<happy, 1>
<hearted, 1>
<girls, 1>
<pausing, 1>
<a, 1>
<moment, 1>
<in, 1>
<their, 1>
<busy, 1>
<lives, 1>
<to, 1>
<read, 1>
<with, 1>
<wistful, 1>
<eyes, 1>
<the, 1>
<sweetest, 1>
<chapter, 1>
<in, 1>
<the, 1>
<romance, 1>
<of, 1>
<womanhood, 1>
<There, 1>
<were, 1>
<to, 1>
<be, 1>
<no, 1>
<ceremonious, 1>
<performances, 1>
<everything, 1>
<was, 1>
<to, 1>
<be, 1>
<as, 1>
<natural, 1>
<and, 1>
<homelike, 1>
<as, 1>
<possible, 1>
<so, 1>
<when, 1>
<Aunt, 1>
<March, 1>
<arrived, 1>
<she, 1>
<was, 1>
<scandalized, 1>
<to, 1>
<see, 1>
<the, 1>
<bride, 1>
<come, 1>
<running, 1>
<to, 1>
<welcome, 1>
<and, 1>
<lead, 1>
<her, 1>
<in, 1>
<to, 1>
<find, 1>
<the, 1>
<bridegroom, 1>
<fastening, 1>
<up, 1>
<a, 1>
<garland, 1>
<that, 1>
<had, 1>
<fallen, 1>
<down, 1>
<and, 1>
<to, 1>
<catch, 1>
<a, 1>
<glimpse, 1>
<of, 1>
<the, 1>
<paternal, 1>
<minister, 1>
<marching, 1>
<upstairs, 1>
<with, 1>
<a, 1>
<grave, 1>
<countenance, 1>
<and, 1>
<a, 1>
<wine, 1>
<bottle, 1>
<under, 1>
<each, 1>
<arm, 1>
<Upon, 1>
<my, 1>
<word, 1>
<here, 1>
<s, 1>
<a, 1>
<state, 1>
<of, 1>
<things, 1>
<cried, 1>
<the, 1>
<old, 1>
<lady, 1>
<taking, 1>
<the, 1>
<seat, 1>
<of, 1>
<honor, 1>
<prepared, 1>
<for, 1>
<her, 1>
<and, 1>
<settling, 1>
<the, 1>
<folds, 1>
<of, 1>
<her, 1>
<lavender, 1>
<moire, 1>
<with, 1>
<a, 1>
<great, 1>
<rustle, 1>
<You, 1>
<oughtn, 1>
<t, 1>
<to, 1>
<be, 1>
<seen, 1>
<till, 1>
<the, 1>
<last, 1>
<minute, 1>
<child, 1>
<I, 1>
<m, 1>
<not, 1>
<a, 1>
<show, 1>
<Aunty, 1>
<and, 1>
<no, 1>
<one, 1>
<is, 1>
<coming, 1>
<to, 1>
<stare, 1>
<at, 1>
<me, 1>
<to, 1>
<criticize, 1>
<my, 1>
<dress, 1>
<or, 1>
<count, 1>
<the, 1>
<cost, 1>
<of, 1>
<my, 1>
<luncheon, 1>
<I, 1>
<m, 1>
<too, 1>
<happy, 1>
<to, 1>
<care, 1>
<what, 1>
<anyone, 1>
<says, 1>
<or, 1>
<thinks, 1>
<and, 1>
<I, 1>
<m, 1>
<going, 1>
<to, 1>
<have, 1>
<my, 1>
<little, 1>
<wedding, 1>
<just, 1>
<as, 1>
<I, 1>
<like, 1>
<it, 1>
<John, 1>
<dear, 1>
<here, 1>
<s, 1>
<your, 1>
<hammer, 1>
<And, 1>
<away, 1>
<went, 1>
<Meg, 1>
<to, 1>
<help, 1>
<that, 1>
<man, 1>
<in, 1>
<his, 1>
<highly, 1>
<improper, 1>
<employment, 1>
<Mr, 1>
<Brooke, 1>
<didn, 1>
<t, 1>
<even, 1>
<say, 1>
<Thank, 1>
<you, 1>
<but, 1>
<as, 1>
<he, 1>
<stooped, 1>
<for, 1>
<the, 1>
<unromantic, 1>
<tool, 1>
<he, 1>
<kissed, 1>
<his, 1>
<little, 1>
<bride, 1>
<behind, 1>
<the, 1>
<folding, 1>
<door, 1>
<with, 1>
<a, 1>
<look, 1>
<that, 1>
<made, 1>
<Aunt, 1>
<March, 1>
<whisk, 1>
<out, 1>
<her, 1>
<pocket, 1>
<handkerchief, 1>
<with, 1>
<a, 1>
<sudden, 1>
<dew, 1>
<in, 1>
<her, 1>
<sharp, 1>
<old, 1>
<eyes, 1>
<A, 1>
<crash, 1>
<a, 1>
<cry, 1>
<and, 1>
<a, 1>
<laugh, 1>
<from, 1>
<Laurie, 1>
<accompanied, 1>
<by, 1>
<the, 1>
<indecorous, 1>
<exclamation, 1>
<Jupiter, 1>
<Ammon, 1>
<Jo, 1>
<s, 1>
<upset, 1>
<the, 1>
<cake, 1>
<again, 1>
<caused, 1>
<a, 1>
<momentary, 1>
<flurry, 1>
<which, 1>
<was, 1>
<hardly, 1>
<over, 1>
<when, 1>
<a, 1>
<flock, 1>
<of, 1>
<cousins, 1>
<arrived, 1>
<and, 1>
<the, 1>
<party, 1>
<came, 1>
<in, 1>
<as, 1>
<Beth, 1>
<used, 1>
<to, 1>
<say, 1>
<when, 1>
<a, 1>
<child, 1>
<Don, 1>
<t, 1>
<let, 1>
<that, 1>
<young, 1>
<giant, 1>
<come, 1>
<near, 1>
<me, 1>
<he, 1>
<worries, 1>
<me, 1>
<worse, 1>
<than, 1>
<mosquitoes, 1>
<whispered, 1>
<the, 1>
<old, 1>
<lady, 1>
<to, 1>
<Amy, 1>
<as, 1>
<the, 1>
<rooms, 1>
<filled, 1>
<and, 1>
<Laurie, 1>
<s, 1>
<black, 1>
<head, 1>
<towered, 1>
<above, 1>
<the, 1>
<rest, 1>
<He, 1>
<has, 1>
<promised, 1>
<to, 1>
<be, 1>
<very, 1>
<good, 1>
<today, 1>
<and, 1>
<he, 1>
<can, 1>
<be, 1>
<perfectly, 1>
<elegant, 1>
<if, 1>
<he, 1>
<likes, 1>
<returned, 1>
<Amy, 1>
<and, 1>
<gliding, 1>
<away, 1>
<to, 1>
<warn, 1>
<Hercules, 1>
<to, 1>
<beware, 1>
<of, 1>
<the, 1>
<dragon, 1>
<which, 1>
<warning, 1>
<caused, 1>
<him, 1>
<to, 1>
<haunt, 1>
<the, 1>
<old, 1>
<lady, 1>
<with, 1>
<a, 1>
<devotion, 1>
<that, 1>
<nearly, 1>
<distracted, 1>
<her, 1>
<There, 1>
<was, 1>
<no, 1>
<bridal, 1>
<procession, 1>
<but, 1>
<a, 1>
<sudden, 1>
<silence, 1>
<fell, 1>
<upon, 1>
<the, 1>
<room, 1>
<as, 1>
<Mr, 1>
<March, 1>
<and, 1>
<the, 1>
<young, 1>
<couple, 1>
<took, 1>
<their, 1>
<places, 1>
<under, 1>
<the, 1>
<green, 1>
<arch, 1>
<Mother, 1>
<and, 1>
<sisters, 1>
<gathered, 1>
<close, 1>
<as, 1>
<if, 1>
<loath, 1>
<to, 1>
<give, 1>
<Meg, 1>
<up, 1>
<The, 1>
<fatherly, 1>
<voice, 1>
<broke, 1>
<more, 1>
<than, 1>
<once, 1>
<which, 1>
<only, 1>
<seemed, 1>
<to, 1>
<make, 1>
<the, 1>
<service, 1>
<more, 1>
<beautiful, 1>
<and, 1>
<solemn, 1>
<The, 1>
<bridegroom, 1>
<s, 1>
<hand, 1>
<trembled, 1>
<visibly, 1>
<and, 1>
<no, 1>
<one, 1>
<heard, 1>
<his, 1>
<replies, 1>
<But, 1>
<Meg, 1>
<looked, 1>
<straight, 1>
<up, 1>
<in, 1>
<her, 1>
<husband, 1>
<s, 1>
<eyes, 1>
<and, 1>
<said, 1>
<I, 1>
<will, 1>
<with, 1>
<such, 1>
<tender, 1>
<trust, 1>
<in, 1>
<her, 1>
<own, 1>
<face, 1>
<and, 1>
<voice, 1>
<that, 1>
<her, 1>
<mother, 1>
<s, 1>
<heart, 1>
<rejoiced, 1>
<and, 1>
<Aunt, 1>
<March, 1>
<sniffed, 1>
<audibly, 1>
<Jo, 1>
<did, 1>
<not, 1>
<cry, 1>
<though, 1>
<she, 1>
<was, 1>
<very, 1>
<near, 1>
<it, 1>
<once, 1>
<and, 1>
<was, 1>
<only, 1>
<saved, 1>
<from, 1>
<a, 1>
<demonstration, 1>
<by, 1>
<the, 1>
<consciousness, 1>
<that, 1>
<Laurie, 1>
<was, 1>
<staring, 1>
<fixedly, 1>
<at, 1>
<her, 1>
<with, 1>
<a, 1>
<comical, 1>
<mixture, 1>
<of, 1>
<merriment, 1>
<and, 1>
<emotion, 1>
<in, 1>
<his, 1>
<wicked, 1>
<black, 1>
<eyes, 1>
<Beth, 1>
<kept, 1>
<her, 1>
<face, 1>
<hidden, 1>
<on, 1>
<her, 1>
<mother, 1>
<s, 1>
<shoulder, 1>
<but, 1>
<Amy, 1>
<stood, 1>
<like, 1>
<a, 1>
<graceful, 1>
<statue, 1>
<with, 1>
<a, 1>
<most, 1>
<becoming, 1>
<ray, 1>
<of, 1>
<sunshine, 1>
<touching, 1>
<her, 1>
<white, 1>
<forehead, 1>
<and, 1>
<the, 1>
<flower, 1>
<in, 1>
<her, 1>
<hair, 1>
<It, 1>
<wasn, 1>
<t, 1>
<at, 1>
<all, 1>
<the, 1>
<thing, 1>
<I, 1>
<m, 1>
<afraid, 1>
<but, 1>
<the, 1>
<minute, 1>
<she, 1>
<was, 1>
<fairly, 1>
<married, 1>
<Meg, 1>
<cried, 1>
<The, 1>
<first, 1>
<kiss, 1>
<for, 1>
<Marmee, 1>
<and, 1>
<turning, 1>
<gave, 1>
<it, 1>
<with, 1>
<her, 1>
<heart, 1>
<on, 1>
<her, 1>
<lips, 1>
<During, 1>
<the, 1>
<next, 1>
<fifteen, 1>
<minutes, 1>
<she, 1>
<looked, 1>
<more, 1>
<like, 1>
<a, 1>
<rose, 1>
<than, 1>
<ever, 1>
<for, 1>
<everyone, 1>
<availed, 1>
<themselves, 1>
<of, 1>
<their, 1>
<privileges, 1>
<to, 1>
<the, 1>
<fullest, 1>
<extent, 1>
<from, 1>
<Mr, 1>
<Laurence, 1>
<to, 1>
<old, 1>
<Hannah, 1>
<who, 1>
<adorned, 1>
<with, 1>
<a, 1>
<headdress, 1>
<fearfully, 1>
<and, 1>
<wonderfully, 1>
<made, 1>
<fell, 1>
<upon, 1>
<her, 1>
<in, 1>
<the, 1>
<hall, 1>
<crying, 1>
<with, 1>
<a, 1>
<sob, 1>
<and, 1>
<a, 1>
<chuckle, 1>
<Bless, 1>
<you, 1>
<deary, 1>
<a, 1>
<hundred, 1>
<times, 1>
<The, 1>
<cake, 1>
<ain, 1>
<t, 1>
<hurt, 1>
<a, 1>
<mite, 1>
<and, 1>
<everything, 1>
<looks, 1>
<lovely, 1>
<Everybody, 1>
<cleared, 1>
<up, 1>
<after, 1>
<that, 1>
<and, 1>
<said, 1>
<something, 1>
<brilliant, 1>
<or, 1>
<tried, 1>
<to, 1>
<which, 1>
<did, 1>
<just, 1>
<as, 1>
<well, 1>
<for, 1>
<laughter, 1>
<is, 1>
<ready, 1>
<when, 1>
<hearts, 1>
<are, 1>
<light, 1>
<There, 1>
<was, 1>
<no, 1>
<display, 1>
<of, 1>
<gifts, 1>
<for, 1>
<they, 1>
<were, 1>
<already, 1>
<in, 1>
<the, 1>
<little, 1>
<house, 1>
<nor, 1>
<was, 1>
<there, 1>
<an, 1>
<elaborate, 1>
<breakfast, 1>
<but, 1>
<a, 1>
<plentiful, 1>
<lunch, 1>
<of, 1>
<cake, 1>
<and, 1>
<fruit, 1>
<dressed, 1>
<with, 1>
<flowers, 1>
<Mr, 1>
<Laurence, 1>
<and, 1>
<Aunt, 1>
<March, 1>
<shrugged, 1>
<and, 1>
<smiled, 1>
<at, 1>
<one, 1>
<another, 1>
<when, 1>
<water, 1>
<lemonade, 1>
<and, 1>
<coffee, 1>
<were, 1>
<found, 1>
<to, 1>
<be, 1>
<to, 1>
<only, 1>
<sorts, 1>
<of, 1>
<nectar, 1>
<which, 1>
<the, 1>
<three, 1>
<Hebes, 1>
<carried, 1>
<round, 1>
<No, 1>
<one, 1>
<said, 1>
<anything, 1>
<till, 1>
<Laurie, 1>
<who, 1>
<insisted, 1>
<on, 1>
<serving, 1>
<the, 1>
<bride, 1>
<appeared, 1>
<before, 1>
<her, 1>
<with, 1>
<a, 1>
<loaded, 1>
<salver, 1>
<in, 1>
<his, 1>
<hand, 1>
<and, 1>
<a, 1>
<puzzled, 1>
<expression, 1>
<on, 1>
<his, 1>
<face, 1>
<Has, 1>
<Jo, 1>
<smashed, 1>
<all, 1>
<the, 1>
<bottles, 1>
<by, 1>
<accident, 1>
<he, 1>
<whispered, 1>
<or, 1>
<am, 1>
<I, 1>
<merely, 1>
<laboring, 1>
<under, 1>
<a, 1>
<delusion, 1>
<that, 1>
<I, 1>
<saw, 1>
<some, 1>
<lying, 1>
<about, 1>
<loose, 1>
<this, 1>
<morning, 1>
<No, 1>
<your, 1>
<grandfather, 1>
<kindly, 1>
<offered, 1>
<us, 1>
<his, 1>
<best, 1>
<and, 1>
<Aunt, 1>
<March, 1>
<actually, 1>
<sent, 1>
<some, 1>
<but, 1>
<Father, 1>
<put, 1>
<away, 1>
<a, 1>
<little, 1>
<for, 1>
<Beth, 1>
<and, 1>
<dispatched, 1>
<the, 1>
<rest, 1>
<to, 1>
<the, 1>
<Soldier, 1>
<s, 1>
<Home, 1>
<You, 1>
<know, 1>
<he, 1>
<thinks, 1>
<that, 1>
<wine, 1>
<should, 1>
<be, 1>
<used, 1>
<only, 1>
<in, 1>
<illness, 1>
<and, 1>
<Mother, 1>
<says, 1>
<that, 1>
<neither, 1>
<she, 1>
<nor, 1>
<her, 1>
<daughters, 1>
<will, 1>
<ever, 1>
<offer, 1>
<it, 1>
<to, 1>
<any, 1>
<young, 1>
<man, 1>
<under, 1>
<her, 1>
<roof, 1>
<Meg, 1>
<spoke, 1>
<seriously, 1>
<and, 1>
<expected, 1>
<to, 1>
<see, 1>
<Laurie, 1>
<frown, 1>
<or, 1>
<laugh, 1>
<but, 1>
<he, 1>
<did, 1>
<neither, 1>
<for, 1>
<after, 1>
<a, 1>
<quick, 1>
<look, 1>
<at, 1>
<her, 1>
<he, 1>
<said, 1>
<in, 1>
<his, 1>
<impetuous, 1>
<way, 1>
<I, 1>
<like, 1>
<that, 1>
<For, 1>
<I, 1>
<ve, 1>
<seen, 1>
<enough, 1>
<harm, 1>
<done, 1>
<to, 1>
<wish, 1>
<other, 1>
<women, 1>
<would, 1>
<think, 1>
<as, 1>
<you, 1>
<do, 1>
<You, 1>
<are, 1>
<not, 1>
<made, 1>
<wise, 1>
<by, 1>
<experience, 1>
<I, 1>
<hope, 1>
<and, 1>
<there, 1>
<was, 1>
<an, 1>
<anxious, 1>
<accent, 1>
<in, 1>
<Meg, 1>
<s, 1>
<voice, 1>
<No, 1>
<I, 1>
<give, 1>
<you, 1>
<my, 1>
<word, 1>
<for, 1>
<it, 1>
<Don, 1>
<t, 1>
<think, 1>
<too, 1>
<well, 1>
<of, 1>
<me, 1>
<either, 1>
<this, 1>
<is, 1>
<not, 1>
<one, 1>
<of, 1>
<my, 1>
<temptations, 1>
<Being, 1>
<brought, 1>
<up, 1>
<where, 1>
<wine, 1>
<is, 1>
<as, 1>
<common, 1>
<as, 1>
<water, 1>
<and, 1>
<almost, 1>
<as, 1>
<harmless, 1>
<I, 1>
<don, 1>
<t, 1>
<care, 1>
<for, 1>
<it, 1>
<but, 1>
<when, 1>
<a, 1>
<pretty, 1>
<girl, 1>
<offers, 1>
<it, 1>
<one, 1>
<doesn, 1>
<t, 1>
<like, 1>
<to, 1>
<refuse, 1>
<you, 1>
<see, 1>
<But, 1>
<you, 1>
<will, 1>
<for, 1>
<the, 1>
<sake, 1>
<of, 1>
<others, 1>
<if, 1>
<not, 1>
<for, 1>
<your, 1>
<own, 1>
<Come, 1>
<Laurie, 1>
<promise, 1>
<and, 1>
<give, 1>
<me, 1>
<one, 1>
<more, 1>
<reason, 1>
<to, 1>
<call, 1>
<this, 1>
<the, 1>
<happiest, 1>
<day, 1>
<of, 1>
<my, 1>
<life, 1>
<A, 1>
<demand, 1>
<so, 1>
<sudden, 1>
<and, 1>
<so, 1>
<serious, 1>
<made, 1>
<the, 1>
<young, 1>
<man, 1>
<hesitate, 1>
<a, 1>
<moment, 1>
<for, 1>
<ridicule, 1>
<is, 1>
<often, 1>
<harder, 1>
<to, 1>
<bear, 1>
<than, 1>
<self, 1>
<denial, 1>
<Meg, 1>
<knew, 1>
<that, 1>
<if, 1>
<he, 1>
<gave, 1>
<the, 1>
<promise, 1>
<he, 1>
<would, 1>
<keep, 1>
<it, 1>
<at, 1>
<all, 1>
<costs, 1>
<and, 1>
<feeling, 1>
<her, 1>
<power, 1>
<used, 1>
<it, 1>
<as, 1>
<a, 1>
<woman, 1>
<may, 1>
<for, 1>
<her, 1>
<friend, 1>
<s, 1>
<good, 1>
<She, 1>
<did, 1>
<not, 1>
<speak, 1>
<but, 1>
<she, 1>
<looked, 1>
<up, 1>
<at, 1>
<him, 1>
<with, 1>
<a, 1>
<face, 1>
<made, 1>
<very, 1>
<eloquent, 1>
<by, 1>
<happiness, 1>
<and, 1>
<a, 1>
<smile, 1>
<which, 1>
<said, 1>
<No, 1>
<one, 1>
<can, 1>
<refuse, 1>
<me, 1>
<anything, 1>
<today, 1>
<Laurie, 1>
<certainly, 1>
<could, 1>
<not, 1>
<and, 1>
<with, 1>
<an, 1>
<answering, 1>
<smile, 1>
<he, 1>
<gave, 1>
<her, 1>
<his, 1>
<hand, 1>
<saying, 1>
<heartily, 1>
<I, 1>
<promise, 1>
<Mrs, 1>
<Brooke, 1>
<I, 1>
<thank, 1>
<you, 1>
<very, 1>
<very, 1>
<much, 1>
<And, 1>
<I, 1>
<drink, 1>
<long, 1>
<life, 1>
<to, 1>
<your, 1>
<resolution, 1>
<Teddy, 1>
<cried, 1>
<Jo, 1>
<baptizing, 1>
<him, 1>
<with, 1>
<a, 1>
<splash, 1>
<of, 1>
<lemonade, 1>
<as, 1>
<she, 1>
<waved, 1>
<her, 1>
<glass, 1>
<and, 1>
<beamed, 1>
<approvingly, 1>
<upon, 1>
<him, 1>
<So, 1>
<the, 1>
<toast, 1>
<was, 1>
<drunk, 1>
<the, 1>
<pledge, 1>
<made, 1>
<and, 1>
<loyally, 1>
<kept, 1>
<in, 1>
<spite, 1>
<of, 1>
<many, 1>
<temptations, 1>
<for, 1>
<with, 1>
<instinctive, 1>
<wisdom, 1>
<the, 1>
<girls, 1>
<seized, 1>
<a, 1>
<happy, 1>
<moment, 1>
<to, 1>
<do, 1>
<their, 1>
<friend, 1>
<a, 1>
<service, 1>
<for, 1>
<which, 1>
<he, 1>
<thanked, 1>
<them, 1>
<all, 1>
<his, 1>
<life, 1>
<After, 1>
<lunch, 1>
<people, 1>
<strolled, 1>
<about, 1>
<by, 1>
<twos, 1>
<and, 1>
<threes, 1>
<through, 1>
<the, 1>
<house, 1>
<and, 1>
<garden, 1>
<enjoying, 1>
<the, 1>
<sunshine, 1>
<without, 1>
<and, 1>
<within, 1>
<Meg, 1>
<and, 1>
<John, 1>
<happened, 1>
<to, 1>
<be, 1>
<standing, 1>
<together, 1>
<in, 1>
<the, 1>
<middle, 1>
<of, 1>
<the, 1>
<grass, 1>
<plot, 1>
<when, 1>
<Laurie, 1>
<was, 1>
<seized, 1>
<with, 1>
<an, 1>
<inspiration, 1>
<which, 1>
<put, 1>
<the, 1>
<finishing, 1>
<touch, 1>
<to, 1>
<this, 1>
<unfashionable, 1>
<wedding, 1>
<All, 1>
<the, 1>
<married, 1>
<people, 1>
<take, 1>
<hands, 1>
<and, 1>
<dance, 1>
<round, 1>
<the, 1>
<new, 1>
<made, 1>
<husband, 1>
<and, 1>
<wife, 1>
<as, 1>
<the, 1>
<Germans, 1>
<do, 1>
<while, 1>
<we, 1>
<bachelors, 1>
<and, 1>
<spinsters, 1>
<prance, 1>
<in, 1>
<couples, 1>
<outside, 1>
<cried, 1>
<Laurie, 1>
<promenading, 1>
<down, 1>
<the, 1>
<path, 1>
<with, 1>
<Amy, 1>
<with, 1>
<such, 1>
<infectious, 1>
<spirit, 1>
<and, 1>
<skill, 1>
<that, 1>
<everyone, 1>
<else, 1>
<followed, 1>
<their, 1>
<example, 1>
<without, 1>
<a, 1>
<murmur, 1>
<Mr, 1>
<and, 1>
<Mrs, 1>
<March, 1>
<Aunt, 1>
<and, 1>
<Uncle, 1>
<Carrol, 1>
<began, 1>
<it, 1>
<others, 1>
<rapidly, 1>
<joined, 1>
<in, 1>
<even, 1>
<Sallie, 1>
<Moffat, 1>
<after, 1>
<a, 1>
<moment, 1>
<s, 1>
<hesitation, 1>
<threw, 1>
<her, 1>
<train, 1>
<over, 1>
<her, 1>
<arm, 1>
<and, 1>
